UULID	segments	vowels	monophtongs	diphtongs	triphtongs	heights.v	lengths.v	long.v	nasal.v	round.v	high.v	mid.v	low.v	front.v	back.v	tense.v	lax.v	atr.v	rtr.v	raised.v	retracted.v	fronted.v	glottalized.v	laryngealized.v	unique.v	unique.nasal.v	heights_mono.v	heights_di.v	heights_tri.v	lengths_mono.v	lengths_di.v	lengths_tri.v	long_mono.v	long_di.v	long_tri.v	nasal_mono.v	nasal_di.v	nasal_tri.v	round_mono.v	round_di.v	round_tri.v	high_mono.v	high_di.v	high_tri.v	mid_mono.v	mid_di.v	mid_tri.v	low_mono.v	low_di.v	low_tri.v	front_mono.v	front_di.v	front_tri.v	back_mono.v	back_di.v	back_tri.v	tense_mono.v	tense_di.v	tense_tri.v	lax_mono.v	lax_di.v	lax_tri.v	atr_mono.v	atr_di.v	atr_tri.v	rtr_mono.v	rtr_di.v	rtr_tri.v	raised_mono.v	raised_di.v	raised_tri.v	retracted_mono.v	retracted_di.v	retracted_tri.v	fronted_mono.v	fronted_di.v	fronted_tri.v	glottalized_mono.v	glottalized_di.v	glottalized_tri.v	laryngealized_mono.v	laryngealized_di.v	laryngealized_tri.v	unique_mono.v	unique_di.v	unique_tri.v	unique.nasal_mono.v	unique.nasal_di.v	unique.nasal_tri.v	consonants	places.c	bilabial.c	labiodental.c	double_articulated.c	dental.c	alveolar.c	dental_alveolar.c	palatoalveolar.c	alveolopalatal.c	postalveolar.c	true_retroflex.c	palatal.c	velar.c	uvular.c	pharyngeal_epiglottal.c	glottal.c	labial.c	coronal.c	dorsal.c	guttural.c	manners.c	obstruent.c	voiced_obstruent.c	voiceless_obstruent.c	aspirated_obstruent.c	glottalized_obstruent.c	stop.c	voiced_stop.c	voiceless_stop.c	aspirated_stop.c	glottalized_stop.c	fricative.c	voiced_fricative.c	voiceless_fricative.c	affricate.c	sonorant.c	voiced_sonorant.c	voiceless_sonorant.c	glottalized_resonant.c	nasal.c	approximant.c	tapflap.c	trill.c	trill_tap.c	coronal_trill_tap.c	second_articulation.c	glottalized.c	uvt.c	uvt.stops.c	uvt.fricatives.c	uvt.affricates.c	uvt.nasals.c	uvt.approximants.c	lvt.c	lvt.stops.c	lvt.fricatives.c	lvt.affricates.c	lvt.nasals.c	lvt.approximants.c	ratio.voiced.voiceless.obstruents	ratio.voiced.voiceless.stops	ratio.obstruents.sonorants	egressive	implosive	ejective	click	voiceless	voiced	breathy	creaky	tones	level_tones	contour_tones	bilabial.fricatives	labiodental.fricatives	alveolar.fricatives	nonsibilant.dental.fricatives	sibilant.dental.fricatives	bilabiallabiodental.affricates	bilabial.affricates	retroflex.stops	retroflex.fricatives	retroflex.affricates	retroflex.nasals	retroflex.approximants
[i-aal][w-ktk][a-819][g-afad1236]	36	9	9	0	0	4	1	0	0	3	2	5	2	4	5	5	4	1	0	1	1	4	0	0	8	0	4	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	5	0	0	2	0	0	4	0	0	5	0	0	5	0	0	4	0	0	1	0	0	0	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	8	0	0	0	0	0	27	10	4	1	3	1	8	9	1	0	0	0	3	4	0	0	2	7	10	7	2	5	21	7	14	0	6	14	7	7	0	4	5	0	5	2	6	6	0	0	2	4	0	1	1	1	1	6	7	4	3	1	2	3	1	1	1	0	0	0	0.5	1	3.5	30	2	4	0	14	22	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0
[i-aap][w-][a-][g-para1310]	17	6	6	0	0	3	1	0	0	2	3	2	1	3	2	5	1	0	0	1	0	3	0	0	6	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	2	0	0	1	0	0	3	0	0	2	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	11	5	2	0	0	0	4	4	1	0	0	0	1	3	0	0	0	2	5	4	0	4	4	0	4	0	0	3	0	3	0	0	0	0	0	1	7	7	0	0	3	4	1	0	1	1	1	0	5	3	0	1	3	3	0	0	0	0	0	0	0	0	0.571428571428571	17	0	0	0	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[i-aar][w-qaf][a-846][g-afar1241]	27	10	10	0	0	4	2	4	0	4	4	5	1	5	5	8	2	0	0	2	0	5	0	0	6	0	4	0	0	2	0	0	4	0	0	0	0	0	4	0	0	4	0	0	5	0	0	1	0	0	5	0	0	5	0	0	8	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	17	8	2	1	0	0	6	6	0	0	0	1	1	3	0	2	1	3	7	4	3	4	10	4	6	0	0	6	4	2	0	0	4	0	4	0	7	7	0	0	2	5	0	1	1	1	1	0	6	4	2	0	2	3	2	0	2	0	0	1	0.666666666666667	2	1.42857142857143	27	0	0	0	6	21	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
[i-aau][w-aba][a-820][g-abau1245]	14	5	5	0	0	3	1	0	0	2	2	2	1	2	3	4	1	0	0	1	1	2	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	2	0	0	3	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	9	5	2	0	0	0	3	3	0	0	0	0	1	2	0	0	1	2	3	3	1	4	4	0	4	0	0	2	0	2	0	0	2	0	2	0	5	5	0	0	2	3	1	0	1	1	1	0	4	2	1	0	2	3	1	0	1	0	0	0	0	0	0.8	14	0	0	0	4	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
[i-abb][w-bnk][a-821][g-bank1256]	33	7	7	0	0	4	1	0	0	3	2	4	1	4	3	4	3	0	0	1	0	4	0	0	7	0	4	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	4	0	0	1	0	0	4	0	0	3	0	0	4	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	26	7	6	1	1	0	8	8	2	0	1	0	2	6	0	0	0	8	10	8	0	5	17	9	8	0	1	12	7	5	0	1	2	0	2	3	9	9	0	0	5	4	0	1	1	1	6	1	7	3	2	3	4	3	0	0	0	0	0	0	1.125	1.4	1.88888888888889	36	1	0	0	8	29	0	0	4	2	2	0	1	1	0	0	0	0	0	0	0	0	0
[i-abi][w-abd][a-823][g-abid1235]	36	15	15	0	0	5	1	0	6	8	8	5	2	7	8	7	8	0	0	4	0	7	0	0	8	6	5	0	0	1	0	0	0	0	0	6	0	0	8	0	0	8	0	0	5	0	0	2	0	0	7	0	0	8	0	0	7	0	0	8	0	0	0	0	0	0	0	0	4	0	0	0	0	0	7	0	0	0	0	0	0	0	0	8	0	0	6	0	0	21	7	3	1	2	0	6	6	0	0	0	0	4	3	0	0	2	6	6	7	2	5	14	5	9	0	0	9	4	5	0	0	3	0	3	2	7	7	0	0	3	4	0	1	1	1	1	0	5	3	2	1	3	3	1	1	1	0	0	0	0.555555555555556	0.8	2	38	0	0	0	9	29	0	0	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0
[i-abn][w-][a-][g-abua1244]	37	10	10	0	0	6	1	0	0	4	4	5	1	4	4	5	4	0	0	2	0	4	0	0	10	0	6	0	0	1	0	0	0	0	0	0	0	0	4	0	0	4	0	0	5	0	0	1	0	0	4	0	0	4	0	0	5	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	10	0	0	0	0	0	27	7	5	2	3	0	9	9	0	0	0	0	2	5	0	0	1	10	9	7	1	4	17	10	7	0	2	10	6	4	0	2	7	4	3	0	10	10	0	0	5	5	1	1	2	2	1	2	5	3	4	0	4	3	1	0	1	0	0	0	1.42857142857143	1.5	1.7	38	2	0	0	7	33	0	0	3	3	0	1	2	2	0	0	0	0	0	0	0	0	0
[i-abs][w-][a-][g-ambo1250]	23	5	5	0	0	3	1	0	0	2	2	2	1	3	2	4	1	0	0	1	0	3	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	3	0	0	2	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	18	5	3	1	0	0	6	6	0	0	0	0	4	4	0	0	0	4	6	8	0	4	10	4	6	0	0	8	4	4	0	0	2	0	2	0	8	8	0	0	4	4	0	1	1	1	1	0	5	4	2	0	4	3	0	0	0	0	0	0	0.666666666666667	1	1.25	23	0	0	0	6	17	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
[i-abt][w-amb][a-6][g-ambu1247]	24	7	7	0	0	3	2	1	0	2	3	2	2	4	2	5	2	0	0	1	0	4	0	0	6	0	3	0	0	2	0	0	1	0	0	0	0	0	2	0	0	3	0	0	2	0	0	2	0	0	4	0	0	2	0	0	5	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	17	5	3	1	0	0	6	6	0	0	0	0	3	4	0	0	0	4	6	7	0	4	9	5	4	0	0	7	4	3	0	0	2	1	1	0	8	8	0	0	4	4	0	1	1	1	1	0	5	4	2	0	4	3	0	0	0	0	0	0	1.25	1.33333333333333	1.125	24	0	0	0	4	20	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
[i-abu][w-][a-][g-abur1243]	34	14	14	0	0	5	1	0	4	6	8	4	2	8	6	6	8	0	0	4	0	8	0	0	9	4	5	0	0	1	0	0	0	0	0	4	0	0	6	0	0	8	0	0	4	0	0	2	0	0	8	0	0	6	0	0	6	0	0	8	0	0	0	0	0	0	0	0	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	9	0	0	4	0	0	20	7	3	2	2	0	5	5	0	0	0	0	4	3	0	0	1	7	5	7	1	4	13	5	8	0	0	9	4	5	0	0	4	1	3	0	7	7	0	0	4	3	0	0	0	0	1	0	5	4	2	0	4	3	1	0	1	0	0	0	0.625	0.8	1.85714285714286	36	0	0	0	8	28	0	0	2	2	0	0	2	1	0	0	0	0	0	0	0	0	0
[i-aca][w-acg][a-825][g-acha1250]	29	10	10	0	0	3	2	5	0	4	4	4	2	6	4	8	2	0	0	2	0	6	0	0	5	0	3	0	0	2	0	0	5	0	0	0	0	0	4	0	0	4	0	0	4	0	0	2	0	0	6	0	0	4	0	0	8	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	19	6	3	0	0	0	7	7	3	0	0	0	1	3	0	0	2	3	10	4	2	5	13	3	10	0	0	7	2	5	0	0	4	1	3	2	6	6	0	0	2	4	1	0	1	1	2	0	5	3	2	2	2	3	1	1	1	0	0	0	0.3	0.4	2.16666666666667	29	0	0	0	10	19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
[i-acd][w-][a-][g-giky1238]	51	22	22	0	0	6	1	0	10	8	8	12	2	10	10	8	12	0	0	4	0	10	0	0	10	9	6	0	0	1	0	0	0	0	0	10	0	0	8	0	0	8	0	0	12	0	0	2	0	0	10	0	0	10	0	0	8	0	0	12	0	0	0	0	0	0	0	0	4	0	0	0	0	0	10	0	0	0	0	0	0	0	0	10	0	0	9	0	0	29	7	5	2	3	0	8	8	0	0	0	0	4	5	0	0	2	10	8	9	2	4	20	6	14	0	0	13	6	7	0	0	7	0	7	0	9	9	0	0	5	4	0	1	1	1	7	0	5	4	2	0	4	3	1	0	1	0	0	0	0.428571428571429	0.857142857142857	2.22222222222222	51	0	0	0	14	37	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0
[i-ace][w-ace][a-9][g-achi1257]	55	34	17	17	0	5	1	0	12	11	19	23	4	18	19	21	16	0	0	12	0	18	0	0	12	10	5	5	0	1	1	0	0	0	0	7	5	0	5	6	0	6	13	0	9	14	0	2	2	0	7	11	0	9	10	0	8	13	0	8	8	0	0	0	0	0	0	0	4	8	0	0	0	0	7	11	0	0	0	0	0	0	0	8	12	0	5	9	0	21	7	3	1	0	0	6	6	1	0	0	0	4	4	0	0	2	4	7	8	2	4	13	4	9	0	0	9	4	5	0	0	4	0	4	0	8	8	0	0	4	4	0	1	1	1	1	0	6	4	3	0	4	3	1	1	1	0	0	0	0.444444444444444	0.8	1.625	55	0	0	0	9	46	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
[i-ach][w-acl][a-603][g-acol1236]	26	9	9	0	0	6	1	0	0	4	3	5	1	3	5	3	5	0	0	2	1	3	0	0	9	0	6	0	0	1	0	0	0	0	0	0	0	0	4	0	0	3	0	0	5	0	0	1	0	0	3	0	0	5	0	0	3	0	0	5	0	0	0	0	0	0	0	0	2	0	0	1	0	0	3	0	0	0	0	0	0	0	0	9	0	0	0	0	0	17	5	3	0	0	1	5	6	0	0	0	0	4	4	0	0	0	3	6	8	0	3	9	5	4	0	0	9	5	4	0	0	0	0	0	0	8	8	0	0	4	4	1	0	1	1	1	0	5	5	0	0	4	3	0	0	0	0	0	0	1.25	1.25	1.125	29	0	0	0	4	25	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
[i-acu][w-acu][a-832][g-achu1248]	27	12	12	0	0	2	2	4	4	3	9	0	3	6	3	9	3	0	0	3	0	6	0	0	4	4	2	0	0	2	0	0	4	0	0	4	0	0	3	0	0	9	0	0	0	0	0	3	0	0	6	0	0	3	0	0	9	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	4	0	0	15	6	2	0	0	0	5	5	2	0	0	0	1	4	0	0	1	2	7	5	1	5	9	0	9	0	0	4	0	4	0	0	3	0	3	2	6	6	0	0	3	3	1	0	1	1	1	0	5	3	3	2	3	3	1	1	0	0	0	0	0	0	1.5	27	0	0	0	9	18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
[i-acv][w-acm][a-828][g-achu1247]	23	6	6	0	0	4	1	0	0	2	2	3	1	3	2	4	1	0	0	1	0	3	0	0	6	0	4	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	3	0	0	1	0	0	3	0	0	2	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	17	8	2	0	0	1	3	4	2	0	0	0	1	3	3	0	2	2	6	7	2	5	11	1	10	0	0	5	0	5	0	0	5	0	5	1	6	6	0	0	2	4	0	1	1	0	1	0	6	3	3	1	2	3	2	2	2	0	0	1	0.1	0	1.83333333333333	23	0	0	0	10	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
[i-acz][w-][a-][g-ache1245]	38	20	20	0	0	6	2	10	0	8	8	10	2	10	8	8	10	0	0	4	0	10	0	0	10	0	6	0	0	2	0	0	10	0	0	0	0	0	8	0	0	8	0	0	10	0	0	2	0	0	10	0	0	8	0	0	8	0	0	10	0	0	0	0	0	0	0	0	4	0	0	0	0	0	10	0	0	0	0	0	0	0	0	10	0	0	0	0	0	18	5	2	0	0	1	6	7	0	0	0	0	4	5	0	0	0	2	7	9	0	5	8	0	8	0	0	6	0	6	0	0	1	0	1	1	10	10	0	0	6	4	0	1	1	1	3	0	5	5	1	1	4	3	0	0	0	0	0	0	0	0	0.8	38	0	0	0	8	30	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
[i-ada][w-][a-3046][g-adan1247]	35	12	12	0	0	4	1	0	5	5	4	6	2	7	5	6	6	0	0	2	0	7	0	0	7	5	4	0	0	1	0	0	0	0	0	5	0	0	5	0	0	4	0	0	6	0	0	2	0	0	7	0	0	5	0	0	6	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	5	0	0	23	8	3	2	3	0	6	6	2	0	0	0	2	4	0	0	1	8	8	6	1	5	15	7	8	0	0	8	4	4	0	0	5	2	3	2	8	8	0	0	5	3	0	0	0	0	1	0	6	3	2	1	4	3	1	0	1	0	0	0	0.875	1	1.875	39	0	0	0	8	31	0	0	4	3	1	0	2	2	0	0	0	0	0	0	0	0	0
[i-adj][w-adi][a-835][g-adio1239]	28	7	7	0	0	4	1	0	0	3	2	4	1	4	3	4	3	0	0	1	0	4	0	0	7	0	4	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	4	0	0	1	0	0	4	0	0	3	0	0	4	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	21	8	3	1	2	0	6	6	2	0	0	0	2	4	0	0	1	6	8	6	1	5	13	5	8	0	0	8	4	4	0	0	3	0	3	2	8	8	0	0	4	4	0	1	1	1	1	0	6	3	2	1	4	3	1	0	1	0	0	0	0.625	1	1.625	32	0	0	0	8	24	0	0	4	3	1	0	1	1	0	0	0	0	0	0	0	0	0
[i-adl][w-][a-767][g-galo1242]	29	12	12	0	0	5	2	4	0	5	5	5	2	5	5	7	4	0	0	2	0	5	0	0	8	0	5	0	0	2	0	0	4	0	0	0	0	0	5	0	0	5	0	0	5	0	0	2	0	0	5	0	0	5	0	0	7	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	8	0	0	0	0	0	17	6	3	0	0	3	3	6	0	0	0	0	4	3	0	0	1	3	6	7	1	5	10	4	6	0	0	6	3	3	0	0	2	0	2	2	7	7	0	0	4	3	1	0	1	1	0	0	5	3	1	1	4	2	1	0	1	0	0	0	0.666666666666667	1	1.42857142857143	29	0	0	0	6	23	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
[i-adn][w-adg][a-2878][g-adan1251]	40	22	12	10	0	4	2	5	0	13	13	13	4	14	13	16	10	0	0	9	0	14	0	0	7	0	4	4	0	2	1	0	5	0	0	0	0	0	6	7	0	4	9	0	6	7	0	2	2	0	6	8	0	6	7	0	7	9	0	5	5	0	0	0	0	0	0	0	2	7	0	0	0	0	6	8	0	0	0	0	0	0	0	7	7	0	0	0	0	18	6	3	1	0	0	6	6	0	0	0	0	3	3	0	0	2	4	6	6	2	4	12	4	8	0	0	9	4	5	0	0	3	0	3	0	6	6	0	0	4	2	0	1	1	1	0	0	5	4	2	0	4	1	1	1	1	0	0	0	0.5	0.8	2	40	0	0	0	8	32	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
[i-adw][w-][a-][g-amun1246]	26	12	12	0	0	3	1	0	6	4	6	4	2	6	4	10	2	0	0	2	0	6	0	0	6	6	3	0	0	1	0	0	0	0	0	6	0	0	4	0	0	6	0	0	4	0	0	2	0	0	6	0	0	4	0	0	10	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	6	0	0	14	6	3	0	0	0	3	3	1	0	0	0	1	4	0	0	2	3	4	5	2	5	8	1	7	0	0	5	0	5	0	0	2	1	1	1	6	6	0	0	5	1	1	0	1	1	2	0	5	3	1	1	4	1	1	1	1	0	0	0	0.142857142857143	0	1.33333333333333	26	0	0	0	7	19	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
[i-adz][w-adz][a-][g-adze1240]	25	7	7	0	0	3	2	3	0	2	3	2	2	4	3	5	2	0	0	1	0	4	0	0	4	0	3	0	0	2	0	0	3	0	0	0	0	0	2	0	0	3	0	0	2	0	0	2	0	0	4	0	0	3	0	0	5	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	18	6	3	1	0	0	7	7	0	0	0	0	1	4	0	0	2	4	7	5	2	5	12	4	8	4	0	7	3	4	4	0	3	0	3	2	6	6	0	0	3	3	0	1	1	1	0	0	5	3	2	1	3	3	1	1	1	0	0	0	0.5	0.75	2	25	0	0	0	8	17	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
[i-ael][w-][a-][g-ambe1247]	48	10	10	0	0	5	1	0	0	4	4	5	1	4	3	6	3	0	0	1	0	4	0	0	9	0	5	0	0	1	0	0	0	0	0	0	0	0	4	0	0	4	0	0	5	0	0	1	0	0	4	0	0	3	0	0	6	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	9	0	0	0	0	0	38	8	6	1	4	0	10	10	5	0	0	0	2	9	0	0	1	11	15	11	1	5	30	13	17	0	0	19	10	9	0	0	6	1	5	5	8	8	0	0	5	3	0	0	0	0	11	0	6	3	3	1	4	3	1	0	1	0	0	0	0.764705882352941	1.11111111111111	3.75	51	0	0	0	17	34	0	0	3	3	0	0	1	3	0	0	0	0	0	0	0	0	0
[i-aer][w-amp-arr][a-193][g-east2379]	30	3	3	0	0	2	1	0	0	1	2	0	1	2	1	2	1	0	0	1	0	2	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	2	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	27	6	3	0	0	4	9	13	0	0	4	5	1	5	0	0	0	3	18	6	0	3	12	6	6	0	0	12	6	6	0	0	0	0	0	0	15	15	0	0	6	9	1	0	1	1	1	0	7	6	0	0	6	6	0	0	0	0	0	0	1	1	0.8	30	0	0	0	6	24	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2
[i-aey][w-ame][a-20][g-amel1241]	20	5	5	0	0	3	1	0	0	2	2	2	1	3	2	2	3	0	0	1	0	3	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	3	0	0	2	0	0	2	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	15	7	2	1	1	0	5	5	0	0	0	0	1	3	0	0	2	4	5	4	2	4	11	5	6	0	0	7	4	3	0	0	4	1	3	0	4	4	0	0	2	2	0	0	0	0	1	0	5	3	3	0	2	2	1	1	1	0	0	0	0.833333333333333	1.33333333333333	2.75	20	0	0	0	6	14	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
[i-afn][w-def][a-845][g-defa1248]	37	19	19	0	0	4	2	7	5	8	6	10	3	11	8	12	7	0	0	3	0	11	0	0	7	5	4	0	0	2	0	0	7	0	0	5	0	0	8	0	0	6	0	0	10	0	0	3	0	0	11	0	0	8	0	0	12	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	11	0	0	0	0	0	0	0	0	7	0	0	5	0	0	18	7	4	2	2	0	5	5	1	0	0	0	1	3	0	0	0	8	6	4	0	5	13	7	6	0	1	9	5	4	0	1	3	1	2	1	5	5	0	0	1	4	1	0	1	1	1	1	6	3	2	1	1	3	0	0	0	0	0	0	1.16666666666667	1.25	2.6	41	1	0	0	6	36	0	0	5	3	2	0	2	1	0	0	0	0	0	0	0	0	0
[i-afo][w-][a-][g-eloy1241]	48	7	7	0	0	4	1	0	0	3	2	4	1	4	3	4	3	0	0	1	0	4	0	0	7	0	4	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	4	0	0	1	0	0	4	0	0	3	0	0	4	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	41	8	11	4	3	0	9	9	2	1	1	0	2	9	0	0	0	18	12	11	0	5	31	19	12	0	0	20	13	7	0	0	8	4	4	3	10	10	0	0	7	3	0	1	1	1	14	0	7	3	3	3	4	3	0	0	0	0	0	0	1.58333333333333	1.85714285714286	3.1	51	0	0	0	12	39	0	0	3	3	0	0	4	3	0	0	0	0	0	0	0	0	0
[i-afr][w-afr][a-844][g-afri1274]	39	23	16	7	0	6	2	8	0	12	12	12	3	18	6	14	12	0	0	3	0	18	0	0	14	0	4	5	0	2	1	0	8	0	0	0	0	0	8	4	0	8	4	0	6	6	0	2	1	0	12	6	0	4	2	0	7	7	0	9	3	0	0	0	0	0	0	0	2	1	0	0	0	0	12	6	0	0	0	0	0	0	0	7	12	0	0	0	0	16	6	3	2	0	0	6	6	0	0	0	0	1	3	0	0	1	5	6	4	1	4	10	4	6	0	0	5	2	3	0	0	5	2	3	0	6	6	0	0	3	3	0	1	1	1	0	0	5	3	3	0	3	2	1	0	1	0	0	0	0.666666666666667	0.666666666666667	1.66666666666667	39	0	0	0	6	33	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
[i-aft][w-][a-][g-afit1238]	23	6	6	0	0	4	1	0	0	2	2	3	1	2	3	4	1	0	0	1	1	2	0	0	6	0	4	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	3	0	0	1	0	0	2	0	0	3	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	17	5	2	1	0	0	6	6	0	0	0	0	4	4	0	0	0	3	6	8	0	4	9	4	5	0	0	7	4	3	0	0	2	0	2	0	8	8	0	0	4	4	0	1	1	1	1	0	5	4	2	0	4	3	0	0	0	0	0	0	0.8	1.33333333333333	1.125	26	0	0	0	5	21	0	0	3	3	0	0	1	1	0	0	0	0	0	0	0	0	0
[i-afu][w-][a-][g-awut1241]	48	18	18	0	0	5	1	0	8	8	8	8	2	8	10	8	10	0	0	4	2	8	0	0	9	8	5	0	0	1	0	0	0	0	0	8	0	0	8	0	0	8	0	0	8	0	0	2	0	0	8	0	0	10	0	0	8	0	0	10	0	0	0	0	0	0	0	0	4	0	0	2	0	0	8	0	0	0	0	0	0	0	0	9	0	0	8	0	0	30	8	3	2	0	1	7	8	0	6	0	0	4	5	0	0	2	5	14	9	2	5	18	7	11	0	0	8	4	4	0	0	5	1	4	5	12	12	0	0	7	5	0	1	1	1	2	0	6	4	2	1	5	3	1	1	1	0	0	0	0.636363636363636	1	1.5	50	0	0	0	11	39	0	0	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0
[i-agb][w-agb][a-3133][g-legb1242]	50	12	12	0	0	4	2	5	0	5	2	8	2	7	5	6	6	0	0	1	0	7	0	0	7	0	4	0	0	2	0	0	5	0	0	0	0	0	5	0	0	2	0	0	8	0	0	2	0	0	7	0	0	5	0	0	6	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	38	7	6	3	4	0	11	11	3	0	0	0	3	8	0	0	0	13	14	11	0	5	25	13	12	0	0	16	8	8	0	0	5	3	2	4	13	13	0	0	7	6	0	0	0	0	2	0	6	3	2	2	4	3	0	0	0	0	0	0	1.08333333333333	1	1.92307692307692	53	0	0	0	12	41	0	0	3	3	0	0	3	2	0	0	0	0	0	0	0	0	0
[i-agj][w-][a-2896][g-argo1244]	38	8	8	0	0	4	2	1	0	2	3	3	2	4	3	5	3	0	0	1	0	4	0	0	7	0	4	0	0	2	0	0	1	0	0	0	0	0	2	0	0	3	0	0	3	0	0	2	0	0	4	0	0	3	0	0	5	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	30	8	4	1	0	0	7	7	5	0	0	1	2	7	0	0	3	5	13	9	3	5	23	7	16	3	5	13	4	9	3	4	7	2	5	3	7	7	0	0	3	4	1	0	1	1	5	5	7	3	3	1	3	4	1	1	1	0	0	0	0.4375	0.444444444444444	3.28571428571429	33	0	5	0	16	22	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1
