ISO	WALS	AUTOTYP	GLOTTOLOG	UULID	segments_P	vowels_P	monophtongs_P	diphtongs_P	triphtongs_P	heights.v_P	lengths.v_P	long.v_P	nasal.v_P	round.v_P	high.v_P	mid.v_P	low.v_P	front.v_P	back.v_P	tense.v_P	lax.v_P	atr.v_P	rtr.v_P	raised.v_P	retracted.v_P	fronted.v_P	glottalized.v_P	laryngealized.v_P	unique.v_P	unique.nasal.v_P	heights_mono.v_P	heights_di.v_P	heights_tri.v_P	lengths_mono.v_P	lengths_di.v_P	lengths_tri.v_P	long_mono.v_P	long_di.v_P	long_tri.v_P	nasal_mono.v_P	nasal_di.v_P	nasal_tri.v_P	round_mono.v_P	round_di.v_P	round_tri.v_P	high_mono.v_P	high_di.v_P	high_tri.v_P	mid_mono.v_P	mid_di.v_P	mid_tri.v_P	low_mono.v_P	low_di.v_P	low_tri.v_P	front_mono.v_P	front_di.v_P	front_tri.v_P	back_mono.v_P	back_di.v_P	back_tri.v_P	tense_mono.v_P	tense_di.v_P	tense_tri.v_P	lax_mono.v_P	lax_di.v_P	lax_tri.v_P	atr_mono.v_P	atr_di.v_P	atr_tri.v_P	rtr_mono.v_P	rtr_di.v_P	rtr_tri.v_P	raised_mono.v_P	raised_di.v_P	raised_tri.v_P	retracted_mono.v_P	retracted_di.v_P	retracted_tri.v_P	fronted_mono.v_P	fronted_di.v_P	fronted_tri.v_P	glottalized_mono.v_P	glottalized_di.v_P	glottalized_tri.v_P	laryngealized_mono.v_P	laryngealized_di.v_P	laryngealized_tri.v_P	unique_mono.v_P	unique_di.v_P	unique_tri.v_P	unique.nasal_mono.v_P	unique.nasal_di.v_P	unique.nasal_tri.v_P	consonants_P	places.c_P	bilabial.c_P	labiodental.c_P	double_articulated.c_P	dental.c_P	alveolar.c_P	dental_alveolar.c_P	palatoalveolar.c_P	alveolopalatal.c_P	postalveolar.c_P	true_retroflex.c_P	palatal.c_P	velar.c_P	uvular.c_P	pharyngeal_epiglottal.c_P	glottal.c_P	labial.c_P	coronal.c_P	dorsal.c_P	guttural.c_P	manners.c_P	obstruent.c_P	voiced_obstruent.c_P	voiceless_obstruent.c_P	aspirated_obstruent.c_P	glottalized_obstruent.c_P	stop.c_P	voiced_stop.c_P	voiceless_stop.c_P	aspirated_stop.c_P	glottalized_stop.c_P	fricative.c_P	voiced_fricative.c_P	voiceless_fricative.c_P	affricate.c_P	sonorant.c_P	voiced_sonorant.c_P	voiceless_sonorant.c_P	glottalized_resonant.c_P	nasal.c_P	approximant.c_P	tapflap.c_P	trill.c_P	trill_tap.c_P	coronal_trill_tap.c_P	second_articulation.c_P	glottalized.c_P	uvt.c_P	uvt.stops.c_P	uvt.fricatives.c_P	uvt.affricates.c_P	uvt.nasals.c_P	uvt.approximants.c_P	lvt.c_P	lvt.stops.c_P	lvt.fricatives.c_P	lvt.affricates.c_P	lvt.nasals.c_P	lvt.approximants.c_P	ratio.voiced.voiceless.obstruents_P	ratio.voiced.voiceless.stops_P	ratio.obstruents.sonorants_P	egressive_P	implosive_P	ejective_P	click_P	voiceless_P	voiced_P	breathy_P	creaky_P	tones_P	level_tones_P	contour_tones_P	bilabial.fricatives_P	labiodental.fricatives_P	alveolar.fricatives_P	nonsibilant.dental.fricatives_P	sibilant.dental.fricatives_P	bilabiallabiodental.affricates_P	bilabial.affricates_P	retroflex.stops_P	retroflex.fricatives_P	retroflex.affricates_P	retroflex.nasals_P	retroflex.approximants_P	segments_F	vowels_F	monophtongs_F	diphtongs_F	triphtongs_F	heights.v_F	lengths.v_F	long.v_F	nasal.v_F	round.v_F	high.v_F	mid.v_F	low.v_F	front.v_F	back.v_F	tense.v_F	lax.v_F	atr.v_F	rtr.v_F	raised.v_F	retracted.v_F	fronted.v_F	glottalized.v_F	laryngealized.v_F	unique.v_F	unique.nasal.v_F	heights_mono.v_F	heights_di.v_F	heights_tri.v_F	lengths_mono.v_F	lengths_di.v_F	lengths_tri.v_F	long_mono.v_F	long_di.v_F	long_tri.v_F	nasal_mono.v_F	nasal_di.v_F	nasal_tri.v_F	round_mono.v_F	round_di.v_F	round_tri.v_F	high_mono.v_F	high_di.v_F	high_tri.v_F	mid_mono.v_F	mid_di.v_F	mid_tri.v_F	low_mono.v_F	low_di.v_F	low_tri.v_F	front_mono.v_F	front_di.v_F	front_tri.v_F	back_mono.v_F	back_di.v_F	back_tri.v_F	tense_mono.v_F	tense_di.v_F	tense_tri.v_F	lax_mono.v_F	lax_di.v_F	lax_tri.v_F	atr_mono.v_F	atr_di.v_F	atr_tri.v_F	rtr_mono.v_F	rtr_di.v_F	rtr_tri.v_F	raised_mono.v_F	raised_di.v_F	raised_tri.v_F	retracted_mono.v_F	retracted_di.v_F	retracted_tri.v_F	fronted_mono.v_F	fronted_di.v_F	fronted_tri.v_F	glottalized_mono.v_F	glottalized_di.v_F	glottalized_tri.v_F	laryngealized_mono.v_F	laryngealized_di.v_F	laryngealized_tri.v_F	unique_mono.v_F	unique_di.v_F	unique_tri.v_F	unique.nasal_mono.v_F	unique.nasal_di.v_F	unique.nasal_tri.v_F	consonants_F	places.c_F	bilabial.c_F	labiodental.c_F	double_articulated.c_F	dental.c_F	alveolar.c_F	dental_alveolar.c_F	palatoalveolar.c_F	alveolopalatal.c_F	postalveolar.c_F	true_retroflex.c_F	palatal.c_F	velar.c_F	uvular.c_F	pharyngeal_epiglottal.c_F	glottal.c_F	labial.c_F	coronal.c_F	dorsal.c_F	guttural.c_F	manners.c_F	obstruent.c_F	voiced_obstruent.c_F	voiceless_obstruent.c_F	aspirated_obstruent.c_F	glottalized_obstruent.c_F	stop.c_F	voiced_stop.c_F	voiceless_stop.c_F	aspirated_stop.c_F	glottalized_stop.c_F	fricative.c_F	voiced_fricative.c_F	voiceless_fricative.c_F	affricate.c_F	sonorant.c_F	voiced_sonorant.c_F	voiceless_sonorant.c_F	glottalized_resonant.c_F	nasal.c_F	approximant.c_F	tapflap.c_F	trill.c_F	trill_tap.c_F	coronal_trill_tap.c_F	second_articulation.c_F	glottalized.c_F	uvt.c_F	uvt.stops.c_F	uvt.fricatives.c_F	uvt.affricates.c_F	uvt.nasals.c_F	uvt.approximants.c_F	lvt.c_F	lvt.stops.c_F	lvt.fricatives.c_F	lvt.affricates.c_F	lvt.nasals.c_F	lvt.approximants.c_F	ratio.voiced.voiceless.obstruents_F	ratio.voiced.voiceless.stops_F	ratio.obstruents.sonorants_F	egressive_F	implosive_F	ejective_F	click_F	voiceless_F	voiced_F	breathy_F	creaky_F	tones_F	level_tones_F	contour_tones_F	bilabial.fricatives_F	labiodental.fricatives_F	alveolar.fricatives_F	nonsibilant.dental.fricatives_F	sibilant.dental.fricatives_F	bilabiallabiodental.affricates_F	bilabial.affricates_F	retroflex.stops_F	retroflex.fricatives_F	retroflex.affricates_F	retroflex.nasals_F	retroflex.approximants_F	segments_R	vowels_R	monophtongs_R	diphtongs_R	triphtongs_R	heights.v_R	lengths.v_R	long.v_R	nasal.v_R	round.v_R	high.v_R	mid.v_R	low.v_R	front.v_R	back.v_R	tense.v_R	lax.v_R	atr.v_R	rtr.v_R	raised.v_R	retracted.v_R	fronted.v_R	glottalized.v_R	laryngealized.v_R	unique.v_R	unique.nasal.v_R	heights_mono.v_R	heights_di.v_R	heights_tri.v_R	lengths_mono.v_R	lengths_di.v_R	lengths_tri.v_R	long_mono.v_R	long_di.v_R	long_tri.v_R	nasal_mono.v_R	nasal_di.v_R	nasal_tri.v_R	round_mono.v_R	round_di.v_R	round_tri.v_R	high_mono.v_R	high_di.v_R	high_tri.v_R	mid_mono.v_R	mid_di.v_R	mid_tri.v_R	low_mono.v_R	low_di.v_R	low_tri.v_R	front_mono.v_R	front_di.v_R	front_tri.v_R	back_mono.v_R	back_di.v_R	back_tri.v_R	tense_mono.v_R	tense_di.v_R	tense_tri.v_R	lax_mono.v_R	lax_di.v_R	lax_tri.v_R	atr_mono.v_R	atr_di.v_R	atr_tri.v_R	rtr_mono.v_R	rtr_di.v_R	rtr_tri.v_R	raised_mono.v_R	raised_di.v_R	raised_tri.v_R	retracted_mono.v_R	retracted_di.v_R	retracted_tri.v_R	fronted_mono.v_R	fronted_di.v_R	fronted_tri.v_R	glottalized_mono.v_R	glottalized_di.v_R	glottalized_tri.v_R	laryngealized_mono.v_R	laryngealized_di.v_R	laryngealized_tri.v_R	unique_mono.v_R	unique_di.v_R	unique_tri.v_R	unique.nasal_mono.v_R	unique.nasal_di.v_R	unique.nasal_tri.v_R	consonants_R	places.c_R	bilabial.c_R	labiodental.c_R	double_articulated.c_R	dental.c_R	alveolar.c_R	dental_alveolar.c_R	palatoalveolar.c_R	alveolopalatal.c_R	postalveolar.c_R	true_retroflex.c_R	palatal.c_R	velar.c_R	uvular.c_R	pharyngeal_epiglottal.c_R	glottal.c_R	labial.c_R	coronal.c_R	dorsal.c_R	guttural.c_R	manners.c_R	obstruent.c_R	voiced_obstruent.c_R	voiceless_obstruent.c_R	aspirated_obstruent.c_R	glottalized_obstruent.c_R	stop.c_R	voiced_stop.c_R	voiceless_stop.c_R	aspirated_stop.c_R	glottalized_stop.c_R	fricative.c_R	voiced_fricative.c_R	voiceless_fricative.c_R	affricate.c_R	sonorant.c_R	voiced_sonorant.c_R	voiceless_sonorant.c_R	glottalized_resonant.c_R	nasal.c_R	approximant.c_R	tapflap.c_R	trill.c_R	trill_tap.c_R	coronal_trill_tap.c_R	second_articulation.c_R	glottalized.c_R	uvt.c_R	uvt.stops.c_R	uvt.fricatives.c_R	uvt.affricates.c_R	uvt.nasals.c_R	uvt.approximants.c_R	lvt.c_R	lvt.stops.c_R	lvt.fricatives.c_R	lvt.affricates.c_R	lvt.nasals.c_R	lvt.approximants.c_R	ratio.voiced.voiceless.obstruents_R	ratio.voiced.voiceless.stops_R	ratio.obstruents.sonorants_R	egressive_R	implosive_R	ejective_R	click_R	voiceless_R	voiced_R	breathy_R	creaky_R	tones_R	level_tones_R	contour_tones_R	bilabial.fricatives_R	labiodental.fricatives_R	alveolar.fricatives_R	nonsibilant.dental.fricatives_R	sibilant.dental.fricatives_R	bilabiallabiodental.affricates_R	bilabial.affricates_R	retroflex.stops_R	retroflex.fricatives_R	retroflex.affricates_R	retroflex.nasals_R	retroflex.approximants_R
aal	ktk	819	afad1236	[i-aal][w-ktk][a-819][g-afad1236]	36	9	9	0	0	4	1	0	0	3	2	5	2	4	5	5	4	0	0	1	1	4	0	NA	8	0	4	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	5	0	0	2	0	0	4	0	0	5	0	0	5	0	0	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	0	0	0	0	NA	NA	NA	8	0	0	0	0	0	27	8	4	2	NA	1	8	9	1	0	0	0	3	4	0	0	2	6	10	4	2	5	20	7	14	0	5	15	7	8	0	5	6	0	6	2	6	6	0	0	2	4	0	1	1	1	NA	5	7	5	4	2	2	3	1	1	1	0	0	0	0.5	0.875	3.33333333333333	30	2	4	0	14	22	0	0	0	NA	NA	0	1	2	1	0	1	0	0	0	0	0	0	36	9	9	0	0	4	1	0	0	3	2	5	2	4	5	5	4	1	0	1	1	4	0	0	8	0	4	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	5	0	0	2	0	0	4	0	0	5	0	0	5	0	0	4	0	0	1	0	0	0	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	8	0	0	0	0	0	27	10	4	1	3	1	8	9	1	0	0	0	3	4	0	0	2	7	10	7	2	5	21	7	14	0	6	14	7	7	0	4	5	0	5	2	6	6	0	0	2	4	0	1	1	1	1	6	7	4	3	1	2	3	1	1	1	0	0	0	0.5	1	3.5	30	2	4	0	14	22	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aap			para1310	[i-aap][w-][a-][g-para1310]	17	6	6	0	0	3	1	0	0	2	3	2	1	2	2	5	1	0	0	1	0	2	0	NA	6	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	2	0	0	1	0	0	2	0	0	2	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	NA	NA	NA	6	0	0	0	0	0	11	5	2	0	NA	0	4	4	1	0	0	0	1	3	0	0	0	2	5	3	0	4	4	0	4	0	0	3	0	3	0	0	0	0	0	1	7	7	0	0	3	4	1	0	1	1	NA	0	5	3	0	1	3	3	0	0	0	0	0	0	0	0	0.571428571428571	17	0	0	0	4	13	0	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	17	6	6	0	0	3	1	0	0	2	3	2	1	3	2	5	1	0	0	1	0	3	0	0	6	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	2	0	0	1	0	0	3	0	0	2	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	11	5	2	0	0	0	4	4	1	0	0	0	1	3	0	0	0	2	5	4	0	4	4	0	4	0	0	3	0	3	0	0	0	0	0	1	7	7	0	0	3	4	1	0	1	1	1	0	5	3	0	1	3	3	0	0	0	0	0	0	0	0	0.571428571428571	17	0	0	0	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
aar	qaf	846	afar1241	[i-aar][w-qaf][a-846][g-afar1241]	27	10	10	0	0	4	2	4	0	4	4	5	1	4	5	8	2	0	0	2	0	4	0	NA	6	0	4	0	0	2	0	0	4	0	0	0	0	0	4	0	0	4	0	0	5	0	0	1	0	0	4	0	0	5	0	0	8	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	NA	NA	NA	6	0	0	0	0	0	17	8	2	1	NA	0	6	6	0	0	0	1	1	3	0	2	1	3	7	3	3	4	10	5	6	0	0	6	4	2	0	0	5	1	4	0	6	6	0	0	2	4	0	1	1	1	NA	0	6	4	2	0	2	3	2	0	2	0	0	0	0.833333333333333	2	1.66666666666667	27	0	0	0	6	21	0	0	0	NA	NA	0	1	1	0	0	0	0	1	0	0	0	0	27	10	10	0	0	4	2	4	0	4	4	5	1	5	5	8	2	0	0	2	0	5	0	0	6	0	4	0	0	2	0	0	4	0	0	0	0	0	4	0	0	4	0	0	5	0	0	1	0	0	5	0	0	5	0	0	8	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	17	8	2	1	0	0	6	6	0	0	0	1	1	3	0	2	1	3	7	4	3	4	10	4	6	0	0	6	4	2	0	0	4	0	4	0	7	7	0	0	2	5	0	1	1	1	1	0	6	4	2	0	2	3	2	0	2	0	0	1	0.666666666666667	2	1.42857142857143	27	0	0	0	6	21	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	22	5	5	0	0	3	1	0	0	2	2	2	1	2	2	0	5	0	0	1	0	2	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	2	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	17	8	2	1	0	0	6	6	0	0	0	1	1	3	0	2	1	3	7	4	3	4	9	3	6	0	0	5	3	2	0	0	4	0	4	0	7	7	0	0	2	5	1	0	1	1	1	1	6	3	2	0	2	3	2	0	2	0	0	1	0.5	1.5	1.28571428571429	21	1	0	0	6	16	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
aau	aba	820	abau1245	[i-aau][w-aba][a-820][g-abau1245]	14	5	5	0	0	3	1	0	0	2	2	2	1	2	3	4	1	0	0	1	1	2	0	NA	5	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	2	0	0	3	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	NA	NA	NA	5	0	0	0	0	0	9	5	2	0	NA	0	3	3	0	0	0	0	1	2	0	0	1	2	3	2	1	4	3	0	4	0	0	2	0	2	0	0	2	0	2	0	5	5	0	0	2	3	1	0	1	1	NA	0	4	2	1	0	2	3	1	0	1	0	0	0	0	0	0.6	14	0	0	0	4	10	0	0	0	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	14	5	5	0	0	3	1	0	0	2	2	2	1	2	3	4	1	0	0	1	1	2	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	2	0	0	3	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	9	5	2	0	0	0	3	3	0	0	0	0	1	2	0	0	1	2	3	3	1	4	4	0	4	0	0	2	0	2	0	0	2	0	2	0	5	5	0	0	2	3	1	0	1	1	1	0	4	2	1	0	2	3	1	0	1	0	0	0	0	0	0.8	14	0	0	0	4	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16	8	8	0	0	5	1	0	0	3	2	5	1	4	3	4	3	0	0	1	0	4	0	0	8	0	5	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	5	0	0	1	0	0	4	0	0	3	0	0	4	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	5	2	0	0	0	2	2	0	0	0	0	1	2	0	0	1	2	2	3	1	4	4	0	4	0	0	2	0	2	0	0	2	0	2	0	4	4	0	0	2	2	0	0	0	0	1	0	4	2	1	0	2	2	1	0	1	0	0	0	0	0	1	16	0	0	0	4	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
abb	bnk	821	bank1256	[i-abb][w-bnk][a-821][g-bank1256]	33	7	7	0	0	4	1	0	0	3	2	4	1	3	3	4	3	0	0	1	0	3	0	NA	7	0	4	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	4	0	0	1	0	0	3	0	0	3	0	0	4	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	NA	NA	NA	7	0	0	0	0	0	26	6	6	1	NA	0	7	7	3	0	0	0	2	6	0	0	0	7	10	6	0	5	17	9	8	0	0	12	7	5	0	1	2	0	2	3	14	14	0	0	10	4	0	1	1	1	NA	0	6	3	2	1	5	3	0	0	0	0	0	0	1.125	1.4	1.21428571428571	32	1	0	0	8	25	0	0	4	NA	NA	0	1	1	0	0	0	0	0	0	0	0	0	33	7	7	0	0	4	1	0	0	3	2	4	1	4	3	4	3	0	0	1	0	4	0	0	7	0	4	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	4	0	0	1	0	0	4	0	0	3	0	0	4	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	26	7	6	1	1	0	8	8	2	0	1	0	2	6	0	0	0	8	10	8	0	5	17	9	8	0	1	12	7	5	0	1	2	0	2	3	9	9	0	0	5	4	0	1	1	1	6	1	7	3	2	3	4	3	0	0	0	0	0	0	1.125	1.4	1.88888888888889	36	1	0	0	8	29	0	0	4	2	2	0	1	1	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
abi	abd	823	abid1235	[i-abi][w-abd][a-823][g-abid1235]	36	15	15	0	0	5	1	0	7	8	8	5	2	5	8	7	8	0	0	4	0	5	0	NA	8	7	5	0	0	1	0	0	0	0	0	7	0	0	8	0	0	8	0	0	5	0	0	2	0	0	5	0	0	8	0	0	7	0	0	8	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	NA	NA	NA	8	0	0	7	0	0	21	6	3	1	NA	0	6	6	0	0	0	0	4	3	0	0	2	4	6	3	2	5	13	5	9	0	1	9	4	5	0	0	3	0	3	2	7	7	0	0	3	4	0	1	1	1	NA	1	5	3	2	1	3	3	1	1	1	0	0	0	0.555555555555556	0.8	1.85714285714286	36	0	0	0	9	27	0	0	2	NA	NA	0	1	1	0	0	0	0	0	0	0	0	0	36	15	15	0	0	5	1	0	6	8	8	5	2	7	8	7	8	0	0	4	0	7	0	0	8	6	5	0	0	1	0	0	0	0	0	6	0	0	8	0	0	8	0	0	5	0	0	2	0	0	7	0	0	8	0	0	7	0	0	8	0	0	0	0	0	0	0	0	4	0	0	0	0	0	7	0	0	0	0	0	0	0	0	8	0	0	6	0	0	21	7	3	1	2	0	6	6	0	0	0	0	4	3	0	0	2	6	6	7	2	5	14	5	9	0	0	9	4	5	0	0	3	0	3	2	7	7	0	0	3	4	0	1	1	1	1	0	5	3	2	1	3	3	1	1	1	0	0	0	0.555555555555556	0.8	2	38	0	0	0	9	29	0	0	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
abn			abua1244	[i-abn][w-][a-][g-abua1244]	37	10	10	0	0	5	1	0	0	4	4	5	1	3	4	5	5	0	0	2	0	3	0	NA	10	0	5	0	0	1	0	0	0	0	0	0	0	0	4	0	0	4	0	0	5	0	0	1	0	0	3	0	0	4	0	0	5	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	NA	NA	NA	10	0	0	0	0	0	27	6	6	2	NA	0	9	9	0	0	0	0	2	5	0	0	1	8	9	5	1	4	16	10	7	0	0	10	6	4	0	2	7	4	3	0	10	10	0	0	5	5	1	1	2	2	NA	0	5	3	4	0	4	3	1	0	1	0	0	0	1.42857142857143	1.5	1.6	35	2	0	0	7	30	0	0	3	NA	NA	1	2	2	0	0	0	0	0	0	0	0	0	37	10	10	0	0	6	1	0	0	4	4	5	1	4	4	5	4	0	0	2	0	4	0	0	10	0	6	0	0	1	0	0	0	0	0	0	0	0	4	0	0	4	0	0	5	0	0	1	0	0	4	0	0	4	0	0	5	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	10	0	0	0	0	0	27	7	5	2	3	0	9	9	0	0	0	0	2	5	0	0	1	10	9	7	1	4	17	10	7	0	2	10	6	4	0	2	7	4	3	0	10	10	0	0	5	5	1	1	2	2	1	2	5	3	4	0	4	3	1	0	1	0	0	0	1.42857142857143	1.5	1.7	38	2	0	0	7	33	0	0	3	3	0	1	2	2	0	0	0	0	0	0	0	0	0	33	10	10	0	0	6	1	0	0	4	4	5	1	5	4	4	5	0	0	2	0	5	0	0	10	0	6	0	0	1	0	0	0	0	0	0	0	0	4	0	0	4	0	0	5	0	0	1	0	0	5	0	0	4	0	0	4	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	10	0	0	0	0	0	23	6	5	1	3	0	8	8	0	0	0	0	1	5	0	0	0	9	8	6	0	4	15	9	6	0	2	10	6	4	0	2	5	3	2	0	8	8	0	0	5	3	0	0	0	0	1	2	5	3	4	0	3	3	0	0	0	0	0	0	1.5	1.5	1.875	31	2	0	0	6	27	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0
