UULID	segments	vowels	monophtongs	diphtongs	triphtongs	heights.v	lengths.v	long.v	nasal.v	round.v	high.v	mid.v	low.v	front.v	back.v	tense.v	lax.v	atr.v	rtr.v	raised.v	retracted.v	fronted.v	glottalized.v	laryngealized.v	unique.v	unique.nasal.v	heights_mono.v	heights_di.v	heights_tri.v	lengths_mono.v	lengths_di.v	lengths_tri.v	long_mono.v	long_di.v	long_tri.v	nasal_mono.v	nasal_di.v	nasal_tri.v	round_mono.v	round_di.v	round_tri.v	high_mono.v	high_di.v	high_tri.v	mid_mono.v	mid_di.v	mid_tri.v	low_mono.v	low_di.v	low_tri.v	front_mono.v	front_di.v	front_tri.v	back_mono.v	back_di.v	back_tri.v	tense_mono.v	tense_di.v	tense_tri.v	lax_mono.v	lax_di.v	lax_tri.v	atr_mono.v	atr_di.v	atr_tri.v	rtr_mono.v	rtr_di.v	rtr_tri.v	raised_mono.v	raised_di.v	raised_tri.v	retracted_mono.v	retracted_di.v	retracted_tri.v	fronted_mono.v	fronted_di.v	fronted_tri.v	glottalized_mono.v	glottalized_di.v	glottalized_tri.v	laryngealized_mono.v	laryngealized_di.v	laryngealized_tri.v	unique_mono.v	unique_di.v	unique_tri.v	unique.nasal_mono.v	unique.nasal_di.v	unique.nasal_tri.v	consonants	places.c	bilabial.c	labiodental.c	double_articulated.c	dental.c	alveolar.c	dental_alveolar.c	palatoalveolar.c	alveolopalatal.c	postalveolar.c	true_retroflex.c	palatal.c	velar.c	uvular.c	pharyngeal_epiglottal.c	glottal.c	labial.c	coronal.c	dorsal.c	guttural.c	manners.c	obstruent.c	voiced_obstruent.c	voiceless_obstruent.c	aspirated_obstruent.c	glottalized_obstruent.c	stop.c	voiced_stop.c	voiceless_stop.c	aspirated_stop.c	glottalized_stop.c	fricative.c	voiced_fricative.c	voiceless_fricative.c	affricate.c	sonorant.c	voiced_sonorant.c	voiceless_sonorant.c	glottalized_resonant.c	nasal.c	approximant.c	tapflap.c	trill.c	trill_tap.c	coronal_trill_tap.c	second_articulation.c	glottalized.c	uvt.c	uvt.stops.c	uvt.fricatives.c	uvt.affricates.c	uvt.nasals.c	uvt.approximants.c	lvt.c	lvt.stops.c	lvt.fricatives.c	lvt.affricates.c	lvt.nasals.c	lvt.approximants.c	ratio.voiced.voiceless.obstruents	ratio.voiced.voiceless.stops	ratio.obstruents.sonorants	egressive	implosive	ejective	click	voiceless	voiced	breathy	creaky	tones	level_tones	contour_tones	bilabial.fricatives	labiodental.fricatives	alveolar.fricatives	nonsibilant.dental.fricatives	sibilant.dental.fricatives	bilabiallabiodental.affricates	bilabial.affricates	retroflex.stops	retroflex.fricatives	retroflex.affricates	retroflex.nasals	retroflex.approximants
[i-aak][w-][a-][g-anka1246]	18	7	7	0	0	4	1	0	0	2	3	3	1	3	2	5	1	0	0	1	0	3	0	0	7	0	4	0	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	1	0	0	3	0	0	2	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	0	0	0	0	11	5	2	0	0	0	3	3	0	0	0	0	1	3	0	0	2	2	3	4	2	4	6	0	6	0	0	4	0	4	0	0	2	0	2	0	5	5	0	0	3	2	0	0	0	0	1	0	4	3	1	0	3	2	1	1	1	0	0	0	0	0	1.2	18	0	0	0	6	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
[i-aaq][w-][a-][g-east2544]	17	4	4	0	0	4	1	0	0	1	1	2	1	2	1	2	1	0	0	0	0	2	0	0	4	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	1	0	0	2	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	13	4	3	0	0	0	6	6	0	0	0	0	0	3	0	0	1	3	6	3	1	4	9	4	5	0	0	6	3	3	0	0	3	1	2	0	4	4	0	0	2	2	0	0	0	0	1	0	3	3	1	0	2	2	1	0	1	0	0	0	0.8	1	2.25	17	0	0	0	5	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
[i-aar][w-qaf][a-846][g-afar1241]	22	5	5	0	0	3	1	0	0	2	2	2	1	2	2	0	5	0	0	1	0	2	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	2	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	17	8	2	1	0	0	6	6	0	0	0	1	1	3	0	2	1	3	7	4	3	4	9	3	6	0	0	5	3	2	0	0	4	0	4	0	7	7	0	0	2	5	1	0	1	1	1	1	6	3	2	0	2	3	2	0	2	0	0	1	0.5	1.5	1.28571428571429	21	1	0	0	6	16	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
[i-aau][w-aba][a-820][g-abau1245]	16	8	8	0	0	5	1	0	0	3	2	5	1	4	3	4	3	0	0	1	0	4	0	0	8	0	5	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	5	0	0	1	0	0	4	0	0	3	0	0	4	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	5	2	0	0	0	2	2	0	0	0	0	1	2	0	0	1	2	2	3	1	4	4	0	4	0	0	2	0	2	0	0	2	0	2	0	4	4	0	0	2	2	0	0	0	0	1	0	4	2	1	0	2	2	1	0	1	0	0	0	0	0	1	16	0	0	0	4	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
[i-abk][w-abk][a-7][g-abkh1244]	29	2	2	0	0	2	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	27	8	3	1	0	0	10	10	3	0	0	0	1	6	1	0	2	4	13	8	2	5	22	8	14	0	4	10	3	7	0	3	8	3	5	4	5	5	0	0	2	3	0	0	0	0	1	4	6	3	4	2	2	3	2	2	1	0	0	0	0.571428571428571	0.428571428571429	4.4	25	0	4	0	14	15	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
[i-abm][w-][a-][g-aban1242]	24	7	7	0	0	4	1	0	0	3	2	4	1	4	3	4	3	0	0	1	0	4	0	0	7	0	4	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	4	0	0	1	0	0	4	0	0	3	0	0	4	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	17	6	2	1	2	0	6	6	0	0	0	0	2	4	0	0	0	5	6	6	0	4	10	5	5	0	0	8	5	3	0	0	2	0	2	0	7	7	0	0	4	3	0	0	0	0	1	0	5	4	2	0	3	3	0	0	0	0	0	0	1	1.66666666666667	1.42857142857143	24	0	0	0	5	19	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
[i-abn][w-][a-][g-abua1244]	33	10	10	0	0	6	1	0	0	4	4	5	1	5	4	4	5	0	0	2	0	5	0	0	10	0	6	0	0	1	0	0	0	0	0	0	0	0	4	0	0	4	0	0	5	0	0	1	0	0	5	0	0	4	0	0	4	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	10	0	0	0	0	0	23	6	5	1	3	0	8	8	0	0	0	0	1	5	0	0	0	9	8	6	0	4	15	9	6	0	2	10	6	4	0	2	5	3	2	0	8	8	0	0	5	3	0	0	0	0	1	2	5	3	4	0	3	3	0	0	0	0	0	0	1.5	1.5	1.875	31	2	0	0	6	27	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0
[i-abq][w-abz][a-824][g-abaz1241]	30	2	2	0	0	2	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	28	7	3	0	0	0	10	10	3	0	0	0	1	4	4	0	3	3	13	9	3	5	23	9	14	0	4	11	3	8	0	3	8	4	4	4	5	5	0	0	2	3	0	0	0	0	1	4	5	3	2	2	2	3	2	2	2	0	0	0	0.642857142857143	0.375	4.6	26	0	4	0	14	16	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
[i-abr][w-][a-][g-abro1238]	23	10	10	0	0	6	1	0	0	4	4	4	2	6	4	4	6	0	0	2	0	6	0	0	10	0	6	0	0	1	0	0	0	0	0	0	0	0	4	0	0	4	0	0	4	0	0	2	0	0	6	0	0	4	0	0	4	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	10	0	0	0	0	0	13	6	3	1	0	0	4	4	0	0	0	0	1	3	0	0	1	4	4	4	1	4	9	3	6	0	0	6	3	3	0	0	3	0	3	0	4	4	0	0	2	2	0	0	0	0	1	0	5	3	2	0	2	2	1	0	1	0	0	0	0.5	1	2.25	23	0	0	0	6	17	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
[i-abt][w-amb][a-6][g-ambu1247]	22	6	6	0	0	3	1	0	0	2	3	2	1	3	2	5	1	0	0	1	0	3	0	0	6	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	2	0	0	1	0	0	3	0	0	2	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	16	5	4	0	0	0	6	6	1	0	0	0	1	4	0	0	0	4	7	5	0	5	9	5	4	0	0	6	3	3	0	0	2	1	1	1	7	7	0	0	4	3	0	0	0	0	1	0	5	3	2	1	3	3	0	0	0	0	0	0	1.25	1	1.28571428571429	22	0	0	0	4	18	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
[i-acc][w-aci][a-][g-quic1275]	23	5	5	0	0	3	1	0	0	2	2	2	1	3	2	4	1	0	0	1	0	3	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	3	0	0	2	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	18	7	3	0	0	0	7	7	1	0	0	0	1	4	1	0	1	3	8	6	1	5	13	1	12	0	3	8	1	7	0	2	3	0	3	2	5	5	0	0	2	3	0	0	0	0	1	3	5	3	3	1	2	3	2	2	0	0	0	0	0.0833333333333333	0.142857142857143	2.6	20	0	3	0	12	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
[i-ach][w-acl][a-603][g-acol1236]	23	5	5	0	0	3	1	0	0	2	2	2	1	3	2	0	5	0	0	1	0	3	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	3	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	18	7	4	0	1	0	6	6	1	0	0	0	1	4	0	0	1	4	7	5	1	4	11	5	6	0	0	9	4	5	0	0	0	0	0	2	7	7	0	0	4	3	0	0	0	0	1	0	5	3	0	1	3	3	1	1	0	0	0	0	0.833333333333333	0.8	1.57142857142857	23	0	0	0	6	17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
[i-acm][w-arq][a-830][g-meso1252]	27	3	3	0	0	2	1	0	0	1	2	0	1	2	1	0	3	0	0	1	0	2	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	24	10	2	1	0	2	7	9	2	0	0	0	1	4	1	2	2	3	11	6	4	5	17	6	11	0	0	6	2	4	0	0	10	3	7	1	7	7	0	0	2	5	1	0	1	1	1	0	7	3	5	1	2	3	3	2	2	0	0	1	0.545454545454545	0.5	2.42857142857143	27	0	0	0	11	16	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0
[i-acv][w-acm][a-828][g-achu1247]	29	6	6	0	0	4	1	0	0	2	2	3	1	3	2	0	5	0	0	1	0	3	0	0	6	0	4	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	3	0	0	1	0	0	3	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	23	7	3	0	0	0	7	7	1	0	0	0	1	5	4	0	2	3	8	10	2	4	17	0	17	4	3	12	0	12	4	3	5	0	5	0	6	6	0	0	2	4	1	0	1	1	1	3	5	3	3	0	2	3	2	2	2	0	0	0	0	0	2.83333333333333	26	0	3	0	17	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
[i-acy][w-ako][a-834][g-cypr1248]	30	5	5	0	0	3	1	0	0	2	2	2	1	3	2	4	1	0	0	1	0	3	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	3	0	0	2	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	25	10	3	1	0	2	6	8	3	0	0	0	1	3	2	2	2	4	11	6	4	5	19	8	11	0	0	7	3	4	0	0	11	4	7	1	6	6	0	0	2	4	0	0	0	0	1	0	7	3	4	1	2	3	3	1	3	0	0	1	0.727272727272727	0.75	3.16666666666667	30	0	0	0	11	19	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0
[i-ada][w-][a-3046][g-adan1247]	28	5	5	0	0	3	1	0	0	2	2	2	1	3	2	0	5	0	0	1	0	3	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	3	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	23	8	3	1	3	0	7	7	2	0	0	0	2	4	0	0	1	7	9	6	1	5	14	6	8	0	0	8	4	4	0	0	5	1	4	1	9	9	0	0	5	4	0	0	0	0	1	0	6	3	3	1	3	3	1	0	1	0	0	0	0.75	1	1.55555555555556	28	0	0	0	8	20	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
[i-adj][w-adi][a-835][g-adio1239]	25	7	7	0	0	4	1	0	0	3	2	4	1	4	3	4	3	0	0	1	0	4	0	0	7	0	4	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	4	0	0	1	0	0	4	0	0	3	0	0	4	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	18	7	3	1	2	0	6	6	1	0	0	0	1	4	0	0	0	6	7	5	0	5	11	5	6	0	0	8	4	4	0	0	2	0	2	1	7	7	0	1	4	3	0	0	0	0	1	1	6	3	2	1	3	3	0	0	0	0	0	0	0.833333333333333	1	1.57142857142857	24	0	1	0	6	19	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
[i-adt][w-adn][a-837][g-adny1235]	23	3	3	0	0	2	1	0	0	1	2	0	1	2	1	2	1	0	0	1	0	2	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	2	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	20	6	2	0	0	2	6	8	0	0	0	5	2	3	0	0	0	2	13	5	0	3	5	0	5	0	0	5	0	5	0	0	0	0	0	0	15	15	0	0	6	9	2	0	2	2	1	0	6	4	0	0	5	5	0	0	0	0	0	0	0	0	0.333333333333333	23	0	0	0	5	18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3
[i-ady][w-adt-ady-ash][a-1210-1211-1212-458][g-adyg1241]	33	2	2	0	0	2	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	31	8	3	1	0	0	12	12	3	0	0	0	1	6	3	0	2	4	15	10	2	5	26	8	18	0	6	10	3	7	0	3	13	4	9	3	5	5	0	0	2	3	0	0	0	0	1	6	6	3	4	1	2	3	2	2	2	0	0	0	0.444444444444444	0.428571428571429	5.2	27	0	6	0	18	15	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0
[i-adz][w-adz][a-][g-adze1240]	21	4	4	0	0	3	1	0	0	1	2	1	1	2	2	3	1	0	0	1	0	2	0	0	4	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	0	2	0	0	2	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	17	6	3	1	0	0	6	6	0	0	0	0	1	4	0	0	2	4	6	5	2	5	12	4	8	0	0	7	3	4	0	0	3	0	3	2	5	5	0	0	3	2	0	0	0	0	1	0	5	3	2	1	3	2	1	1	1	0	0	0	0.5	0.75	2.4	21	0	0	0	8	13	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
[i-aeb][w-atu][a-839][g-tuni1259]	26	3	3	0	0	2	1	0	0	1	2	1	0	1	1	0	2	0	0	1	0	1	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	23	10	2	1	0	2	6	8	2	0	0	0	1	5	1	2	1	3	10	7	3	4	17	7	10	0	0	6	3	3	0	0	11	4	7	0	6	6	0	0	2	4	0	0	0	0	1	0	7	3	5	0	2	3	3	1	2	0	0	1	0.7	1	2.83333333333333	26	0	0	0	10	16	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0
[i-aee][w-][a-][g-nort2666]	35	6	6	0	0	4	1	0	0	2	2	3	1	3	2	4	1	0	0	1	0	3	0	0	6	0	4	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	3	0	0	1	0	0	3	0	0	2	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	29	7	4	0	0	0	9	9	3	0	0	7	1	4	0	0	1	4	19	5	1	5	22	9	13	3	0	14	6	8	3	0	6	2	4	2	7	7	0	0	4	3	0	0	0	0	0	0	6	4	3	2	4	3	1	0	1	0	0	0	0.692307692307692	0.75	3.14285714285714	35	0	0	0	13	20	2	0	0	0	0	0	0	2	0	0	0	0	4	1	0	1	1
[i-aes][w-als][a-19][g-alse1251]	33	6	6	0	0	5	1	0	0	2	2	3	1	3	2	1	4	0	0	1	0	3	0	0	6	0	5	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	3	0	0	1	0	0	3	0	0	2	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	27	6	3	0	0	0	12	12	0	0	0	0	2	5	2	0	3	3	12	9	3	5	22	2	20	3	5	13	2	11	3	3	5	0	5	4	5	5	0	0	2	3	0	0	0	0	2	5	4	4	2	1	2	3	2	2	1	0	0	0	0.1	0.181818181818182	4.4	28	0	5	0	20	13	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
[i-aez][w-][a-][g-aeka1244]	21	5	5	0	0	3	1	0	0	2	2	2	1	3	2	4	1	0	0	1	0	3	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	3	0	0	2	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	16	4	4	0	0	0	6	6	0	0	0	0	0	4	0	0	2	4	6	4	2	4	10	4	6	0	0	7	3	4	0	0	3	1	2	0	6	6	0	0	3	3	1	0	1	1	1	0	3	3	2	0	3	2	1	1	1	0	0	0	0.666666666666667	0.75	1.66666666666667	21	0	0	0	6	15	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
[i-afb][w-arg-arj][a-842][g-gulf1241]	28	3	3	0	0	2	1	0	0	1	2	0	1	2	1	0	3	0	0	1	0	2	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	25	10	2	1	0	2	7	9	2	0	0	0	1	5	1	2	2	3	11	7	4	5	18	7	11	0	0	7	3	4	0	0	10	3	7	1	7	7	0	0	2	5	1	0	1	1	1	0	7	3	5	1	2	3	3	2	2	0	0	1	0.636363636363636	0.75	2.57142857142857	28	0	0	0	11	17	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0
[i-afo][w-][a-][g-eloy1241]	29	7	7	0	0	4	1	0	0	3	2	4	1	4	3	4	3	0	0	1	0	4	0	0	7	0	4	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	4	0	0	1	0	0	4	0	0	3	0	0	4	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	22	7	3	1	2	0	8	8	3	0	0	0	1	4	0	0	0	6	11	5	0	5	14	7	7	0	0	8	4	4	0	0	5	2	3	1	8	8	0	0	4	4	1	0	1	1	1	0	6	3	3	1	3	3	0	0	0	0	0	0	1	1	1.75	29	0	0	0	7	22	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
[i-afr][w-afr][a-844][g-afri1274]	20	5	5	0	0	3	1	0	0	2	0	4	1	3	1	0	4	0	0	0	0	3	0	0	4	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	1	0	0	3	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	15	7	3	1	0	0	5	5	1	0	0	0	1	3	0	0	1	4	6	4	1	4	10	3	7	0	0	5	2	3	0	0	5	1	4	0	5	5	0	0	3	2	0	0	0	0	0	0	6	3	4	0	3	2	1	0	1	0	0	0	0.428571428571429	0.666666666666667	2	20	0	0	0	7	13	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
[i-aft][w-][a-][g-afit1238]	26	8	8	0	0	5	1	0	0	3	2	5	1	4	3	4	3	0	0	1	0	4	0	0	8	0	5	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	5	0	0	1	0	0	4	0	0	3	0	0	4	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	8	0	0	0	0	0	18	6	3	0	0	2	7	9	1	0	0	0	1	4	0	0	0	3	10	5	0	5	10	5	5	0	0	8	4	4	0	0	1	0	1	1	8	8	0	0	4	4	1	0	1	1	1	0	6	4	1	1	3	3	0	0	0	0	0	0	1	1	1.25	26	0	0	0	5	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
[i-agb][w-agb][a-3133][g-legb1242]	27	7	7	0	0	4	1	0	0	3	2	4	1	4	3	4	3	0	0	1	0	4	0	0	7	0	4	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	4	0	0	1	0	0	4	0	0	3	0	0	4	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	20	6	3	1	2	0	8	8	0	0	0	0	2	4	0	0	0	6	8	6	0	5	13	7	6	0	0	9	5	4	0	0	3	1	2	1	7	7	0	0	4	3	0	0	0	0	1	0	5	4	2	1	3	3	0	0	0	0	0	0	1.16666666666667	1.25	1.85714285714286	27	0	0	0	6	21	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
[i-age][w-][a-][g-anga1293]	25	7	7	0	0	4	1	0	0	2	2	2	3	4	3	4	3	0	0	1	1	4	0	0	7	0	4	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	3	0	0	4	0	0	3	0	0	4	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	18	5	4	0	0	0	8	8	0	0	0	1	1	4	0	0	0	4	9	5	0	4	12	5	7	3	0	9	3	6	3	0	3	2	1	0	6	6	0	0	2	4	0	0	0	0	1	0	5	3	1	0	2	4	0	0	0	0	0	0	0.714285714285714	0.5	2	25	0	0	0	7	18	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1
[i-agg][w-ang][a-849][g-ango1254]	20	6	6	0	0	3	1	0	0	2	3	2	1	3	2	5	1	0	0	1	0	3	0	0	6	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	2	0	0	1	0	0	3	0	0	2	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	14	4	4	0	0	0	4	4	0	0	0	0	1	5	0	0	0	4	4	6	0	4	9	3	6	0	0	6	3	3	0	0	3	0	3	0	5	5	0	0	3	2	0	0	0	0	1	0	4	3	3	0	3	2	0	0	0	0	0	0	0.5	1	1.8	20	0	0	0	6	14	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
[i-agm][w-ant][a-851][g-anga1290]	17	6	6	0	0	3	1	0	0	2	3	2	1	3	2	5	1	0	0	1	0	3	0	0	6	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	2	0	0	1	0	0	3	0	0	2	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	11	5	2	0	0	0	4	4	0	0	0	0	1	3	0	0	1	2	4	4	1	4	5	0	5	0	0	4	0	4	0	0	1	0	1	0	6	6	0	0	3	3	1	0	1	1	1	0	4	3	1	0	3	3	1	1	0	0	0	0	0	0	0.833333333333333	17	0	0	0	5	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
[i-ago][w-][a-3053][g-tain1253]	16	7	7	0	0	5	1	0	0	2	3	2	2	3	2	4	2	0	0	1	0	3	0	0	7	0	5	0	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	2	0	0	2	0	0	3	0	0	2	0	0	4	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	0	0	0	0	9	5	2	0	0	0	2	2	0	0	0	0	1	2	0	0	2	2	2	3	2	4	5	0	5	0	0	4	0	4	0	0	1	0	1	0	4	4	0	0	2	2	0	0	0	0	1	0	4	3	0	0	2	2	1	1	1	0	0	0	0	0	1.25	16	0	0	0	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
