UULID	segments	vowels	monophtongs	diphtongs	triphtongs	heights.v	lengths.v	long.v	nasal.v	round.v	high.v	mid.v	low.v	front.v	back.v	tense.v	lax.v	atr.v	rtr.v	raised.v	retracted.v	fronted.v	glottalized.v	laryngealized.v	unique.v	unique.nasal.v	heights_mono.v	heights_di.v	heights_tri.v	lengths_mono.v	lengths_di.v	lengths_tri.v	long_mono.v	long_di.v	long_tri.v	nasal_mono.v	nasal_di.v	nasal_tri.v	round_mono.v	round_di.v	round_tri.v	high_mono.v	high_di.v	high_tri.v	mid_mono.v	mid_di.v	mid_tri.v	low_mono.v	low_di.v	low_tri.v	front_mono.v	front_di.v	front_tri.v	back_mono.v	back_di.v	back_tri.v	tense_mono.v	tense_di.v	tense_tri.v	lax_mono.v	lax_di.v	lax_tri.v	atr_mono.v	atr_di.v	atr_tri.v	rtr_mono.v	rtr_di.v	rtr_tri.v	raised_mono.v	raised_di.v	raised_tri.v	retracted_mono.v	retracted_di.v	retracted_tri.v	fronted_mono.v	fronted_di.v	fronted_tri.v	glottalized_mono.v	glottalized_di.v	glottalized_tri.v	laryngealized_mono.v	laryngealized_di.v	laryngealized_tri.v	unique_mono.v	unique_di.v	unique_tri.v	unique.nasal_mono.v	unique.nasal_di.v	unique.nasal_tri.v	consonants	places.c	bilabial.c	labiodental.c	double_articulated.c	dental.c	alveolar.c	dental_alveolar.c	palatoalveolar.c	alveolopalatal.c	postalveolar.c	true_retroflex.c	palatal.c	velar.c	uvular.c	pharyngeal_epiglottal.c	glottal.c	labial.c	coronal.c	dorsal.c	guttural.c	manners.c	obstruent.c	voiced_obstruent.c	voiceless_obstruent.c	aspirated_obstruent.c	glottalized_obstruent.c	stop.c	voiced_stop.c	voiceless_stop.c	aspirated_stop.c	glottalized_stop.c	fricative.c	voiced_fricative.c	voiceless_fricative.c	affricate.c	sonorant.c	voiced_sonorant.c	voiceless_sonorant.c	glottalized_resonant.c	nasal.c	approximant.c	tapflap.c	trill.c	trill_tap.c	coronal_trill_tap.c	second_articulation.c	glottalized.c	uvt.c	uvt.stops.c	uvt.fricatives.c	uvt.affricates.c	uvt.nasals.c	uvt.approximants.c	lvt.c	lvt.stops.c	lvt.fricatives.c	lvt.affricates.c	lvt.nasals.c	lvt.approximants.c	ratio.voiced.voiceless.obstruents	ratio.voiced.voiceless.stops	ratio.obstruents.sonorants	egressive	implosive	ejective	click	voiceless	voiced	breathy	creaky	tones	level_tones	contour_tones	bilabial.fricatives	labiodental.fricatives	alveolar.fricatives	nonsibilant.dental.fricatives	sibilant.dental.fricatives	bilabiallabiodental.affricates	bilabial.affricates	retroflex.stops	retroflex.fricatives	retroflex.affricates	retroflex.nasals	retroflex.approximants
[i-gup][w-bbw][a-655-93][g-gunw1252]	22	5	5	0	0	3	1	0	0	2	2	2	1	3	2	2	3	0	0	1	0	3	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	3	0	0	2	0	0	2	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	17	6	2	0	0	0	4	4	0	0	0	4	3	3	0	0	1	2	8	6	1	3	6	5	1	0	0	6	5	1	0	0	0	0	0	0	11	11	0	0	5	6	0	0	0	0	1	0	5	5	0	0	4	4	1	1	0	0	0	0	5	5	0.545454545454545	22	0	0	0	1	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
[i-gur][w-grn][a-1573][g-fare1241]	28	7	7	0	0	5	1	0	0	2	3	3	1	4	2	3	4	0	0	0	0	4	0	0	7	0	5	0	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	1	0	0	4	0	0	2	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	21	7	3	1	2	0	7	7	0	0	0	0	1	5	0	0	2	6	7	6	2	4	14	6	8	0	0	9	4	5	0	0	5	2	3	0	7	7	0	0	4	3	0	0	0	0	1	0	5	3	3	0	3	3	1	1	1	0	0	0	0.75	0.8	2	28	0	0	0	8	20	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
[i-guw][w-guw][a-3149][g-gunn1250]	26	7	7	0	0	4	1	0	0	3	2	4	1	4	3	4	3	0	0	1	0	4	0	0	7	0	4	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	4	0	0	1	0	0	4	0	0	3	0	0	4	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	19	9	2	1	2	0	6	6	1	0	0	1	1	4	0	0	1	5	8	5	1	5	13	6	7	0	0	8	5	3	0	0	4	0	4	1	6	6	0	0	3	3	0	0	0	0	1	0	7	4	3	1	2	3	1	0	1	0	0	0	0.857142857142857	1.66666666666667	2.16666666666667	26	0	0	0	7	19	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
[i-gux][w-grm-gut][a-1312-1574][g-gour1243]	24	5	5	0	0	3	1	0	0	2	2	2	1	3	2	4	1	0	0	1	0	3	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	3	0	0	2	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	19	6	3	1	3	0	6	6	0	0	0	0	2	4	0	0	0	7	6	6	0	4	11	5	6	0	1	9	5	4	0	1	2	0	2	0	8	8	0	0	5	3	0	0	0	0	1	1	5	4	2	0	3	3	0	0	0	0	0	0	0.833333333333333	1.25	1.375	23	1	0	0	6	18	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
[i-guz][w-gus][a-1575][g-gusi1247]	22	7	7	0	0	4	1	0	0	3	2	4	1	4	3	4	3	0	0	1	0	4	0	0	7	0	4	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	4	0	0	1	0	0	4	0	0	3	0	0	4	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	15	5	3	0	0	0	5	5	1	0	0	0	1	5	0	0	0	3	6	6	0	5	9	6	3	0	0	5	3	2	0	0	3	2	1	1	6	6	0	0	4	2	0	0	0	0	1	0	5	3	3	1	3	2	0	0	0	0	0	0	2	1.5	1.5	22	0	0	0	3	19	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
[i-gvc][w-gno][a-1577][g-guan1269]	21	6	6	0	0	4	1	0	0	2	3	2	1	3	2	2	4	0	0	1	0	3	0	0	6	0	4	0	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	2	0	0	1	0	0	3	0	0	2	0	0	2	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	15	5	3	0	0	0	5	5	0	0	0	0	1	4	0	0	2	3	5	5	2	3	12	3	9	3	0	10	3	7	3	0	2	0	2	0	3	3	0	0	0	3	1	0	1	1	1	0	4	3	1	0	0	3	1	1	1	0	0	0	0.333333333333333	0.428571428571429	4	21	0	0	0	9	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
[i-gvf][w-gln][a-1578][g-goli1247]	18	5	5	0	0	4	1	0	0	2	2	2	1	3	2	1	4	0	0	1	0	3	0	0	5	0	4	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	3	0	0	2	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	13	4	3	0	0	0	6	6	0	0	0	0	1	3	0	0	0	3	6	4	0	4	7	3	4	0	0	6	3	3	0	0	1	0	1	0	6	6	0	0	2	4	1	0	1	1	1	0	4	3	1	0	2	3	0	0	0	0	0	0	0.75	1	1.16666666666667	18	0	0	0	4	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
[i-gvn][w-kya][a-1579][g-kuku1273]	15	3	3	0	0	2	1	0	0	1	2	0	1	2	1	2	1	0	0	1	0	2	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	2	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	12	5	2	0	0	0	4	4	0	0	0	1	2	3	0	0	0	2	5	5	0	3	4	4	0	0	0	4	4	0	0	0	0	0	0	0	8	8	0	0	4	4	0	0	0	0	1	0	5	4	0	0	3	4	0	0	0	0	0	0	NA	NA	0.5	15	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
[i-gwc][w-kal][a-1582][g-kala1373]	38	5	5	0	0	3	1	0	0	2	2	2	1	3	2	4	1	0	0	1	0	3	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	3	0	0	2	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	33	7	4	0	0	0	8	8	3	0	0	8	2	7	0	0	1	4	19	9	1	5	24	8	16	5	0	13	4	9	5	0	8	3	5	3	9	9	0	0	4	5	0	0	0	0	1	0	6	4	4	3	4	4	1	0	1	0	0	0	0.5	0.444444444444444	2.66666666666667	38	0	0	0	16	22	0	0	0	0	0	0	0	2	0	0	0	0	4	1	1	1	1
[i-gwd][w-dug][a-1583][g-gaww1239]	26	5	5	0	0	3	1	0	0	2	2	2	1	3	2	4	1	0	0	1	0	3	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	3	0	0	2	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	21	9	3	1	0	0	7	7	1	0	0	0	1	4	1	2	1	4	8	6	3	4	14	2	12	0	4	9	2	7	0	4	5	0	5	0	7	7	0	0	3	4	0	0	0	0	1	4	6	3	4	0	2	3	3	2	1	0	0	1	0.166666666666667	0.285714285714286	2	22	2	2	0	12	14	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
[i-gwj][w-][a-][g-gwii1239]	70	5	5	0	0	3	1	0	0	2	2	2	1	3	2	4	1	0	0	1	0	3	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	3	0	0	2	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	65	8	3	0	0	9	23	32	6	0	0	0	12	9	1	0	2	3	38	22	2	6	22	4	18	3	4	12	3	9	7	2	3	0	3	7	5	5	0	0	3	2	0	0	0	0	2	5	6	3	2	2	3	2	2	2	1	0	0	0	0.222222222222222	0.333333333333333	4.4	28	0	5	37	48	22	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
[i-gwn][w-][a-][g-gwan1268]	24	5	5	0	0	3	1	0	0	2	2	2	1	3	2	4	1	0	0	1	0	3	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	3	0	0	2	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	19	7	3	0	2	0	7	7	2	0	0	0	1	3	0	0	1	5	9	4	1	5	13	6	7	0	0	8	4	4	0	0	4	1	3	1	6	6	0	0	2	4	1	0	1	1	1	0	5	3	2	1	2	3	1	0	1	0	0	0	0.857142857142857	1	2.16666666666667	24	0	0	0	7	17	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
[i-gwt][w-][a-][g-gawa1247]	35	4	4	0	0	3	1	0	0	1	2	1	1	2	1	1	3	0	0	1	0	2	0	0	4	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	0	2	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	31	7	4	0	0	0	10	10	3	0	0	8	1	4	0	0	1	4	21	5	1	5	24	7	17	6	0	13	4	9	6	0	7	2	5	4	7	7	0	0	3	4	0	0	0	0	1	0	6	4	3	3	3	4	1	0	1	0	0	0	0.411764705882353	0.444444444444444	3.42857142857143	35	0	0	0	17	18	0	0	0	0	0	0	0	3	0	0	0	0	4	1	1	1	1
[i-gya][w-gbk][a-1586][g-nort2775]	31	7	7	0	0	4	1	0	0	3	2	4	1	4	3	4	3	0	0	1	0	4	0	0	7	0	4	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	4	0	0	1	0	0	4	0	0	3	0	0	4	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	24	7	4	1	3	0	9	9	0	0	0	0	1	4	0	0	2	8	9	5	2	4	15	7	8	0	0	11	6	5	0	0	4	1	3	0	9	9	0	0	5	4	1	0	1	1	1	0	5	3	2	0	3	3	1	1	1	0	0	0	0.875	1.2	1.66666666666667	31	0	0	0	8	23	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
[i-gym][w-nbr][a-90][g-ngab1239]	23	8	8	0	0	4	1	0	0	4	3	3	2	4	4	5	3	0	0	1	1	4	0	0	7	0	4	0	0	1	0	0	0	0	0	0	0	0	4	0	0	3	0	0	3	0	0	2	0	0	4	0	0	4	0	0	5	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	15	4	2	0	0	0	7	7	0	0	0	0	1	5	0	0	0	2	7	6	0	4	7	3	4	0	0	5	3	2	0	0	2	0	2	0	8	8	0	0	4	4	1	0	1	1	1	0	4	3	2	0	3	3	0	0	0	0	0	0	0.75	1.5	0.875	23	0	0	0	4	19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
[i-hak][w-hak][a-1593][g-hakk1236]	22	5	5	0	0	3	1	0	0	2	2	2	1	3	2	4	1	0	0	1	0	3	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	3	0	0	2	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	17	6	3	1	0	0	7	7	0	0	0	0	1	4	0	0	1	4	7	5	1	5	11	0	11	4	0	6	0	6	4	0	3	0	3	2	6	6	0	0	3	3	0	0	0	0	1	0	5	3	2	1	3	3	1	0	1	0	0	0	0	0	1.83333333333333	22	0	0	0	11	11	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
[i-hal][w-hln][a-1594][g-hala1252]	22	5	5	0	0	3	1	0	0	2	2	2	1	3	2	4	1	0	0	1	0	3	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	3	0	0	2	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	17	5	3	0	0	0	6	6	0	0	0	0	2	4	0	0	2	3	6	6	2	4	10	4	6	0	0	8	4	4	0	0	2	0	2	0	7	7	0	0	4	3	0	0	0	0	1	0	4	4	1	0	3	3	1	1	1	0	0	0	0.666666666666667	1	1.42857142857143	22	0	0	0	6	16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
[i-ham][w-][a-3086][g-hewa1241]	18	5	5	0	0	4	1	0	0	2	2	2	1	3	2	3	2	0	0	1	0	3	0	0	5	0	4	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	3	0	0	2	0	0	3	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	13	4	4	0	0	0	4	4	0	0	0	0	1	4	0	0	0	4	4	5	0	4	8	2	6	0	0	3	0	3	0	0	5	2	3	0	5	5	0	0	2	3	0	0	0	0	1	0	4	3	3	0	2	3	0	0	0	0	0	0	0.333333333333333	0	1.6	18	0	0	0	6	12	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
[i-has][w-hsl][a-1596][g-hais1244]	45	6	6	0	0	4	1	0	0	2	2	3	1	3	2	4	1	0	0	1	0	3	0	0	6	0	4	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	3	0	0	1	0	0	3	0	0	2	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	39	6	4	0	0	0	15	15	0	0	0	0	2	9	7	0	2	4	15	18	2	5	29	0	29	8	7	18	0	18	8	5	5	0	5	6	10	10	0	0	4	6	0	0	0	0	8	7	4	3	2	1	2	3	2	2	2	0	0	0	0	0	2.9	38	0	7	0	29	16	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
[i-hau][w-hau][a-98][g-haus1257]	35	5	5	0	0	3	1	0	0	2	2	3	0	2	2	0	4	0	0	1	0	2	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	3	0	0	0	0	0	2	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	30	7	4	0	0	0	9	9	2	0	0	1	2	10	0	0	2	4	12	12	2	5	22	9	13	0	6	15	7	8	0	5	6	1	5	1	8	8	0	0	2	6	2	0	2	2	6	6	6	3	3	1	2	4	1	1	1	0	0	0	0.692307692307692	0.875	2.75	29	2	4	0	13	22	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1
[i-haw][w-haw][a-1628][g-hawa1245]	12	5	5	0	0	3	1	0	0	2	2	3	0	2	2	0	4	0	0	1	0	2	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	3	0	0	0	0	0	2	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	7	4	2	0	0	0	2	2	0	0	0	0	0	1	0	0	2	2	2	1	2	4	4	0	4	0	0	3	0	3	0	0	1	0	1	0	3	3	0	0	2	1	0	0	0	0	0	0	3	2	0	0	2	1	1	1	1	0	0	0	0	0	1.33333333333333	12	0	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[i-hbb][w-klb][a-1758][g-huba1236]	37	6	6	0	0	3	1	0	0	2	3	2	1	3	2	5	1	0	0	1	0	3	0	0	6	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	2	0	0	1	0	0	3	0	0	2	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	31	7	4	1	0	0	12	12	3	0	0	0	2	7	0	0	2	5	15	9	2	5	22	11	11	0	2	9	5	4	0	2	10	4	6	3	9	9	0	0	4	5	0	0	0	0	2	2	6	3	4	2	3	3	1	1	1	0	0	0	1	1.25	2.44444444444444	35	2	0	0	11	26	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0
[i-hbn][w-][a-][g-heib1243]	21	9	9	0	0	5	1	0	0	3	4	3	2	4	3	2	6	0	0	2	0	4	0	0	9	0	5	0	0	1	0	0	0	0	0	0	0	0	3	0	0	4	0	0	3	0	0	2	0	0	4	0	0	3	0	0	2	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	9	0	0	0	0	0	12	5	2	0	0	1	4	5	0	0	0	0	2	3	0	0	0	2	5	5	0	3	5	5	0	0	0	5	5	0	0	0	0	0	0	0	7	7	0	0	4	3	0	0	0	0	1	0	5	5	0	0	3	3	0	0	0	0	0	0	NA	NA	0.714285714285714	21	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[i-hch][w-hui][a-1600][g-huic1243]	18	5	5	0	0	3	1	0	0	1	3	1	1	3	1	3	2	0	0	1	0	3	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	1	0	0	3	0	0	1	0	0	3	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	13	6	2	0	0	0	3	3	0	0	0	2	1	3	0	0	2	2	5	4	2	5	8	1	7	0	0	5	0	5	0	0	2	1	1	1	5	5	0	0	2	3	1	0	1	1	2	0	5	3	1	1	2	3	1	1	1	0	0	0	0.142857142857143	0	1.6	18	0	0	0	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
[i-hdn][w-hai][a-][g-haid1248]	34	3	3	0	0	2	1	0	0	1	2	1	0	1	1	0	2	0	0	1	0	1	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	31	6	3	0	0	0	12	12	0	0	0	0	2	8	4	0	2	3	12	14	2	5	22	0	22	5	5	11	0	11	5	3	7	0	7	4	9	9	0	0	3	6	0	0	0	0	4	5	4	3	2	1	3	3	2	2	2	0	0	0	0	0	2.44444444444444	29	0	5	0	22	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
[i-hdn][w-hno][a-1592][g-nort2938]	34	3	3	0	0	2	1	0	0	1	2	1	0	1	1	0	2	0	0	1	0	1	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	31	6	3	0	0	0	12	12	0	0	0	0	2	8	4	0	2	3	12	14	2	5	22	0	22	5	5	11	0	11	5	3	7	0	7	4	9	9	0	0	3	6	0	0	0	0	4	5	4	3	2	1	3	3	2	2	2	0	0	0	0	0	2.44444444444444	29	0	5	0	22	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
[i-hdy][w-][a-][g-hadi1240]	23	5	5	0	0	3	1	0	0	2	2	2	1	3	2	4	1	0	0	1	0	3	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	3	0	0	2	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	18	7	2	1	0	0	6	6	2	0	0	0	1	4	0	0	2	3	8	5	2	5	13	4	9	0	2	8	3	5	0	2	4	0	4	1	5	5	0	0	2	3	0	0	0	0	1	2	6	3	3	1	2	3	1	1	1	0	0	0	0.444444444444444	0.6	2.6	21	0	2	0	9	14	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
[i-heb][w-hba-heb][a-1315-583][g-hebr1245]	23	5	5	0	0	3	1	0	0	2	2	2	1	3	2	0	5	0	0	1	0	3	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	3	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	18	7	3	1	0	0	7	7	1	0	0	0	1	3	0	0	2	4	8	4	2	5	14	4	10	0	0	7	3	4	0	0	6	1	5	1	4	4	0	0	2	2	0	0	0	0	0	0	6	3	4	1	2	2	1	1	1	0	0	0	0.4	0.75	3.5	23	0	0	0	10	13	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
[i-hei][w-hei][a-1602][g-heil1246]	44	4	4	0	0	3	1	0	0	1	2	1	1	3	1	3	1	0	0	1	0	3	0	0	4	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	0	3	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	40	6	4	0	0	0	15	15	0	0	0	0	2	10	8	0	1	4	15	20	1	5	30	0	30	8	7	18	0	18	8	5	6	0	6	6	10	10	0	0	4	6	0	0	0	0	10	7	4	3	2	1	2	3	2	2	1	0	0	0	0	0	3	37	0	7	0	30	14	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
[i-hid][w-hid][a-1606][g-hida1246]	14	5	5	0	0	3	1	0	0	2	2	2	1	3	2	4	1	0	0	1	0	3	0	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	3	0	0	2	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	9	5	1	0	0	0	2	2	1	0	0	0	0	3	0	0	2	1	3	3	2	4	8	0	8	0	0	4	0	4	0	0	3	0	3	1	1	1	0	0	0	1	0	0	0	0	1	0	4	3	2	1	0	1	1	1	1	0	0	0	0	0	8	14	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[i-hig][w-][a-][g-kamw1239]	33	6	6	0	0	4	1	0	0	2	2	3	1	4	2	4	2	0	0	1	0	4	0	0	6	0	4	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	3	0	0	1	0	0	4	0	0	2	0	0	4	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	27	7	4	1	0	0	11	11	3	0	0	0	1	6	0	0	1	5	14	7	1	5	21	11	10	0	2	9	5	4	0	2	9	4	5	3	6	6	0	0	3	3	0	0	0	0	1	2	6	3	4	2	3	3	1	1	0	0	0	0	1.1	1.25	3.5	31	2	0	0	10	23	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0
[i-hil][w-hil][a-1607][g-hili1240]	19	3	3	0	0	2	1	0	0	1	2	0	1	2	1	2	1	0	0	1	0	2	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	2	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	16	5	3	0	0	0	6	6	0	0	0	0	1	4	0	0	2	3	6	5	2	4	9	3	6	0	0	7	3	4	0	0	2	0	2	0	7	7	0	0	3	4	1	0	1	1	1	0	4	3	1	0	3	3	1	1	1	0	0	0	0.5	0.75	1.28571428571429	19	0	0	0	6	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
[i-hin][w-hin][a-99][g-hind1269]	35	5	5	0	0	4	1	0	0	2	2	2	1	2	2	1	4	0	0	1	0	2	0	0	5	0	4	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	2	0	0	2	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	30	7	6	0	0	0	10	10	2	0	0	6	1	4	0	0	1	6	18	5	1	5	20	11	9	4	0	16	8	8	4	0	2	1	1	2	10	10	0	0	4	6	2	1	3	3	0	0	6	4	1	1	2	3	1	0	1	0	0	0	1.22222222222222	1	2	35	0	0	0	9	16	10	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	2
