ID	Name	General Class	V-V.	V-H.	V-C.	C-P.	C-M.	C-S.	Phon.	Init.	Pri.	2nd	Pros.	Tone.	Notes
2838	ɭʷ	c				r	af	c	vd	p	none	w	none	none	
232	ɳ	c				r	n	s	vd	p	none	none	none	none	
2570	nɗ	c				r	s	prn	vd	gi	none	none	none	none	
646	ɳɖ	c				r	s	prn	vd	p	none	none	none	none	
2556	ɳɖr	c				r	s	prn	vd	p	none	r	none	none	
2707	ɳɖɽ	c				r	s	prn	vd	p	none	r	none	none	
586	ɳɖr̠	c				r	s	prn	vd	p	ret	r	none	none	
909	ɳɖʐ	c				r	af	prn	vd	p	none	none	none	none	
2352	ɳɦ	c				r	n	poa	vd	p	none	none	none	none	
2077	ɳʰ	c				r	n	poa	vd	p	none	none	none	none	
1583	ɳʈ	c				r	n	prn	vd	p	none	none	none	none	
289	ɽ	c				r	t	s	vd	p	none	none	none	none	
330	ɽ̃	c				r	t	s	vd	p	nas	none	none	none	
479	ɻ	c				r	a	s	vd	p	none	none	none	none	
2854	ɽ̩	c				r	t	s	vd	p	none	none	syl	none	
2110	ɻː	c				r	a	s	vd	p	none	none	long	none	
1958	ɽʰ	c				r	t	poa	vd	p	none	none	none	none	
1873	ɻʲ	c				r	a	s	vd	p	none	j	none	none	
1874	ɻʷ	c				r	a	s	vd	p	none	w	none	none	
2222	ʂ͉	c				r	f	s	vd	p	ola	none	none	none	
592	ʂ͇	c				r	f	s	vd	p	dhb	none	none	none	
221	ʐ	c				r	f	s	vd	p	none	none	none	none	
225	ʐ͇	c				r	f	s	vd	p	dhb	none	none	none	
2754	ʐʷ	c				r	f	s	vd	p	none	w	none	none	
2655	kǃǃ	c				r	clk	c	vl	vi	none	none	none	none	
2652	kǃǃʼ	c				r	clk	pog	vl	ge	none	none	none	none	
2653	kǃǃʰ	c				r	clk	poa	vl	vi	none	none	none	none	
2675	kǃǃʰʼ	c				r	clk	pog	vl	ge	none	none	none	none	
2658	kǃǃx	c				r	clk	c	vl	vi	none	none	none	none	
2671	kǃǃxʼ	c				r	clk	pog	vl	ge	none	none	none	none	
629	ɭ̥	c				r	a	s	vl	p	none	l	none	none	
631	ɳ̥	c				r	n	s	vl	p	none	none	none	none	
580	ɳʈr̠̥	c				r	s	prn	vl	p	ret	r	none	none	
910	ɳʈʂ	c				r	af	prn	vl	p	none	none	none	none	
1527	ɳʈʂʰ	c				r	af	prn	vl	p	none	none	none	none	
2682	ŋǃǃ	c				r	clk	prn	vl	vi	none	none	none	none	
2651	ŋǃǃʰ	c				r	clk	poa	vl	vi	none	none	none	none	
216	ʂ	c				r	f	s	vl	p	none	none	none	none	
1608	ʂʼ	c				r	f	pog	vl	ge	none	none	none	none	
218	ʈ	c				r	s	s	vl	p	none	none	none	none	
1777	ʈˀ	c				r	s	pog	vl	ge	none	none	none	none	
878	ʈʼ	c				r	s	pog	vl	ge	none	none	none	none	
904	ʈ͉	c				r	s	s	vl	p	ola	none	none	none	
255	ʈː	c				r	s	s	vl	p	none	none	long	none	
224	ʈʰ	c				r	s	poa	vl	p	none	none	none	none	
1302	ʈʰː	c				r	s	poa	vl	p	none	none	long	none	
2371	ʈɳ	c				r	s	prn	vl	p	none	none	none	none	
2483	ʈr	c				r	s	c	vl	p	none	r	none	none	
1731	ʈɹ̠̥	c				r	s	c	vl	p	ret	none	none	none	
663	ʈɽ	c				r	s	c	vl	p	none	r	none	none	
572	ʈr̥̠	c				r	s	c	vl	p	ret	r	none	none	
223	ʈʂ	c				r	af	s	vl	p	none	none	none	none	
693	ʈʂʼ	c				r	af	pog	vl	ge	none	none	none	none	
573	ʈʂ͇	c				r	af	c	vl	p	dhb	none	none	none	
233	ʈʂʰ	c				r	af	poa	vl	p	none	none	none	none	
2762	ʈʂʷ	c				r	af	c	vl	p	none	w	none	none	
1781	*R̪̰	c				u	tr	s	c	p	none	none	none	none	
185	q̰	c				u	s	s	c	p	none	none	none	none	
2053	q̰ʷ	c				u	s	s	c	p	none	w	none	none	
1767	ʁ̞̰ʷ	c				u	a	s	c	p	lwd	w	none	none	
1482	*R	c				u	tr	s	vd	p	none	none	none	none	
1404	*R̪	c				u	tr	s	vd	p	d	none	none	none	
91	ɢ	c				u	s	s	vd	p	none	none	none	none	
1756	ɢˤ	c				u	f	pog	vd	ge	none	ph	none	none	
1005	ɢː	c				u	s	s	vd	p	none	none	long	none	
2577	ɢʰ	c				u	s	poa	vd	p	none	none	none	none	
102	ɢʷ	c				u	s	s	vd	p	none	w	none	none	
1751	ɢʷˤ	c				u	s	pog	vd	ge	none	wph	none	none	
212	ɴ	c				u	n	s	vd	p	none	none	none	none	
2867	N	c				u	n	s	vd	p	none	none	none	none	
683	ɴː	c				u	n	s	vd	p	none	none	long	none	
2399	ɴɢ	c				u	n	prn	vd	p	none	none	none	none	
88	ʁ	c				u	f	s	vd	p	none	none	none	none	
429	ʁ̞	c				u	a	s	vd	p	lwd	none	none	none	
1026	ʁˤ	c				u	f	pog	vd	ge	none	ph	none	none	
89	ʀ	c				u	tr	s	vd	p	none	none	none	none	
1019	ʁː	c				u	f	s	vd	p	none	none	long	none	
153	ʁʷ	c				u	f	s	vd	p	none	w	none	none	
1435	ʁʷˤ	c				u	f	pog	vd	ge	none	wph	none	none	
1771	ʁ̞ʷ	c				u	a	s	vd	p	lwd	w	none	none	
1507	*R̪̥	c				u	tr	s	vl	p	d	none	none	none	
1582	ʛ̥	c				u	s	s	vl	gi	none	none	none	none	
900	ʰq	c				u	s	pra	vl	p	none	none	none	none	
1526	ɴq	c				u	s	prn	vl	p	none	none	none	none	
1529	ɴqʰ	c				u	s	poa	vl	p	none	none	none	none	
87	q	c				u	s	s	vl	p	none	none	none	none	
1770	qˀ	c				u	s	pog	vl	ge	none	none	none	none	
113	qʼ	c				u	s	pog	vl	ge	none	none	none	none	
797	q̚	c				u	s	s	vl	p	none	none	none	none	
128	q͈	c				u	s	s	vl	p	dvb	none	none	none	
1753	qˤʼ	c				u	s	pog	vl	ge	none	ph	none	none	
2296	ˀq	c				u	s	prg	vl	p	none	none	none	none	
677	qː	c				u	s	s	vl	p	none	none	long	none	
2794	qʼː	c				u	s	pog	vl	ge	none	none	long	none	
110	qʰ	c				u	s	poa	vl	p	none	none	none	none	
1752	qˤʰ	c				u	s	poa	vl	p	none	ph	none	none	
2664	qn	c				u	s	pon	vl	p	none	none	none	none	
723	qʷ	c				u	s	s	vl	p	none	w	none	none	
1768	qʷˀ	c				u	s	pog	vl	ge	none	w	none	none	
134	qʷʼ	c				u	s	pog	vl	ge	none	w	none	none	
1754	qʷˤʼ	c				u	s	pog	vl	ge	none	wph	none	none	
2017	qʼʷ	c				u	s	pog	vl	ge	none	w	none	none	
131	q͈ʷ	c				u	s	s	vl	p	dvb	w	none	none	
117	qʷʰ	c				u	s	poa	vl	p	none	w	none	none	
1755	qʷˤʰ	c				u	s	poa	vl	p	none	wph	none	none	
93	qχ	c				u	af	c	vl	p	none	none	none	none	
163	qχʼ	c				u	af	pog	vl	ge	none	none	none	none	
1439	qχˤ	c				u	af	c	vl	p	none	ph	none	none	
1452	qχˤʼ	c				u	af	pog	vl	ge	none	ph	none	none	
1469	qχː	c				u	af	c	vl	p	none	none	long	none	
1438	qχʼː	c				u	af	pog	vl	ge	none	none	long	none	
1447	qχˤː	c				u	af	c	vl	p	none	ph	long	none	
167	qχʷ	c				u	af	c	vl	p	none	w	none	none	
150	qχʷʼ	c				u	af	pog	vl	ge	none	w	none	none	
1459	qχʷˤ	c				u	af	c	vl	p	none	wph	none	none	
1434	qχʷˤʼ	c				u	af	pog	vl	ge	none	wph	none	none	
92	χ	c				u	f	s	vl	p	none	none	none	none	
1788	χʼ	c				u	f	pog	vl	ge	none	none	none	none	
120	χ͈	c				u	f	s	vl	p	dvb	none	none	none	
1042	χˤ	c				u	f	s	vl	p	none	ph	none	none	
678	χː	c				u	f	s	vl	p	none	none	long	none	
1053	χˤː	c				u	f	s	vl	p	none	ph	long	none	
109	χʷ	c				u	f	s	vl	p	none	w	none	none	
1789	χʷʼ	c				u	f	pog	vl	ge	none	w	none	none	
1444	χʷˤ	c				u	f	s	vl	p	none	wph	none	none	
132	χ͈ʷ	c				u	f	s	vl	p	dvb	w	none	none	
1448	χʷː	c				u	f	s	vl	p	none	w	long	none	
1450	χʷˤː	c				u	f	s	vl	p	none	wph	long	none	
2753	w̤	c				v	a	s	b	p	none	w	none	none	
2548	ɣ̤	c				v	f	s	b	p	none	none	none	none	
254	ɡ̤	c				v	s	s	b	p	none	none	none	none	
1324	ɡ̤ː	c				v	s	s	b	p	none	none	long	none	
1107	ɡ̤ʷ	c				v	s	s	b	p	none	w	none	none	
2523	n̤ɡ̤	c				v	s	prn	b	p	none	none	none	none	
1739	ŋ̤	c				v	n	s	b	p	none	none	none	none	
2554	ŋ̤ɡ̤	c				v	s	prn	b	p	none	none	none	none	
2779	ŋ̤ʰ	c				v	n	poa	b	p	none	none	none	none	
2773	ŋ̤kʰ	c				v	s	poa	b	p	none	none	none	none	
383	w̰	c				v	a	s	c	p	none	w	none	none	
2181	ˀw̰	c				v	a	prg	c	p	none	w	none	none	
1785	ɣ̰	c				v	f	s	c	p	none	none	none	none	
196	ɡ̰	c				v	s	s	c	p	none	none	none	none	
1890	k̰	c				v	s	s	c	p	none	none	none	none	
2055	k̰ʷ	c				v	s	s	c	p	none	w	none	none	
1773	ɰ̰	c				v	a	s	c	p	none	none	none	none	
372	ŋ̰	c				v	n	s	c	p	none	none	none	none	
168	k̟ʲʰ	c				v	s	s	poa	p	adv	j	none	none	
885	kʷʰː	c				v	s	poa	poa	p	none	w	long	none	
55	w	c				v	a	s	vd	p	none	w	none	none	
262	w̃	c				v	a	s	vd	p	nas	w	none	none	
906	wˀ	c				v	a	prg	vd	p	none	w	none	none	
1913	wʼ	c				v	a	pog	vd	ge	none	w	none	none	
2237	w̞	c				v	a	s	vd	p	lwd	w	none	none	
1871	wˤ	c				v	a	s	vd	p	none	wph	none	none	
367	ˀw	c				v	a	prg	vd	p	none	w	none	none	
2746	ˀʍ	c				v	a	prg	vl	p	none	w	none	none	
271	wː	c				v	a	s	vd	p	none	w	long	none	
1925	wʰ	c				v	a	poa	vd	p	none	w	none	none	
2472	wʱ	c				v	a	s	vd	p	none	w	none	none	
1993	wʲ	c				v	a	c	vd	p	none	jw	none	none	
2747	ʍʲ	c				v	a	s	vl	p	none	jw	none	none	
2743	ˀʍʲ	c				v	a	prg	vl	p	none	jw	none	none	
68	ɡ̟	c				v	s	s	vd	p	adv	none	none	none	
1117	ɠ	c				v	s	s	vd	gi	none	none	none	none	
90	ɣ	c				v	f	s	vd	p	none	none	none	none	
30	ɡ	c				v	s	s	vd	p	none	none	none	none	
1988	ɡ̃	c				v	s	s	vd	p	none	none	none	none	
2798	ɣˀ	c				v	f	pog	vd	ge	none	none	none	none	
1626	ɡʼ	c				v	s	pog	vd	ge	none	none	none	none	
1072	ɣ̩	c				v	f	s	vd	p	none	none	syl	none	
1074	ɡ̩	c				v	s	s	vd	p	none	none	syl	none	
328	ˀɡ	c				v	s	prg	vd	p	none	none	none	none	
2795	ɠː	c				v	s	s	vd	gi	none	none	long	none	
1813	ɣː	c				v	f	s	vd	p	none	none	long	none	
282	ɡː	c				v	s	s	vd	p	none	none	long	none	
986	ɣ͈ː	c				v	f	s	vd	p	dvb	none	long	none	
966	ɡ͈ː	c				v	s	s	vd	p	dvb	none	long	none	
310	ɡɣ	c				v	af	c	vd	p	none	none	none	none	
2344	ɡɦ	c				v	af	poa	vd	p	none	none	none	none	
2470	ɡᶣ	c				v	s	s	vd	p	none	none	none	none	
1929	ɡʰ	c				v	s	poa	vd	p	none	none	none	none	
982	ɣʲ	c				v	f	s	vd	p	none	j	none	none	
311	ɡʲ	c				v	s	s	vd	p	none	j	none	none	
1846	ɠ̥ʲ	c				v	s	s	vd	gi	none	j	none	none	
172	ɣ̟ʲ	c				v	f	s	vd	p	adv	j	none	none	
164	ɡ̟ʲ	c				v	s	s	vd	p	adv	j	none	none	
2733	ɡʲʷ	c				v	s	s	vd	p	none	jw	none	none	
2635	ɡʼkxʼ	c				v	af	pog	vd	ge	none	none	none	none	
1542	ɡˡ	c				v	s	s	vd	p	none	l	none	none	
605	ɡⁿ	c				v	s	pon	vd	p	none	none	none	none	
2829	ɡɾ	c				v	s	c	vd	p	none	r	none	none	
1865	ɣv	c				v	f	c	vd	p	none	v	none	none	
1838	ɡv	c				v	f	c	vd	p	none	v	none	none	
691	ɣʷ	c				v	f	s	vd	p	none	w	none	none	
173	ɡʷ	c				v	s	s	vd	p	none	w	none	none	
1845	ɠ̥ʷ	c				v	s	s	vd	gi	none	w	none	none	
1079	ɡ̩ʷ	c				v	s	s	vd	p	none	w	syl	none	
2740	ˀɡʷ	c				v	s	prg	vd	p	none	w	none	none	
2858	ʰŋ	c				v	n	pra	vd	p	none	none	none	none	
1805	ʟ	c				v	a	s	vd	p	none	l	none	none	
428	ɰ	c				v	a	s	vd	p	none	none	none	none	
1075	ɰ̃	c				v	af	c	vd	p	none	none	none	none	
366	ˀɲ	c				v	n	prg	vd	p	none	none	none	none	
1953	nɡ	c				v	s	prn	vd	p	none	none	none	none	
2831	nɡɾ	c				v	s	prn	vd	p	none	r	none	none	
14	ŋ	c				v	n	s	vd	p	none	none	none	none	
2793	ŋ̞	c				v	a	s	vd	p	lwd	none	none	none	
340	ŋ̩	c				v	n	s	vd	p	none	none	syl	none	
912	ŋˑ	c				v	n	s	vd	p	none	none	hl	none	
1641	ŋˤ	c				v	n	s	vd	p	none	ph	none	none	
368	ˀŋ	c				v	n	prg	vd	p	none	none	none	none	
331	ŋː	c				v	n	s	vd	p	none	none	long	none	
2315	ŋːʷ	c				v	n	s	vd	p	none	w	long	none	
1932	ŋɣ	c				v	f	prn	vd	p	none	none	none	none	
370	ŋɡ	c				v	s	prn	vd	p	none	none	none	none	
486	ŋɡ̟	c				v	s	prn	vd		adv	none	none	none	
2466	ŋɡː	c				v	s	prn	vd	p	none	none	long	none	
2787	ŋɣᶣ	c				v	f	prn	vd	p	none	none	none	none	
2792	ŋɣʲ	c				v	f	prn	vd	p	none	j	none	none	
577	ŋɡʲ	c				v	s	prn	vd	p	none	j	none	none	
2791	ŋɣʷ	c				v	f	prn	vd	p	none	w	none	none	
488	ŋɡʷ	c				v	s	prn	vd	p	none	w	none	none	
2784	ŋh	c				v	n	poa	vd	p	none	none	none	none	
2683	ŋʰ	c				v	n	poa	vd	p	none	none	none	none	
2786	ŋhᶣ	c				v	n	s	vd	p	none	none	none	none	
2789	ŋhʲ	c				v	n	poa	vd	p	none	j	none	none	
2790	ŋhʷ	c				v	n	poa	vd	p	none	w	none	none	
306	ŋʲ	c				v	n	s	vd	p	none	j	none	none	
2745	ŋʲʷ	c				v	n	s	vd	p	none	w	none	none	
2822	ŋkɾ	c				v	n	s	vd	p	none	r	none	none	
2810	ŋɾ	c				v	n	s	vd	p	none	r	none	none	
410	ŋʷ	c				v	n	s	vd	p	none	w	none	none	
1067	ŋ̩ʷ	c				v	n	s	vd	p	none	w	syl	none	
2315	ŋʷː	c				v	n	s	vd	p	none	w	long	none	
1907	w̥	c				v	a	s	vl	p	none	w	none	none	
201	ʍ	c				v	a	s	vl	p	none	w	none	none	
791	ˀw̥	c				v	a	prg	vl	p	none	w	none	none	
471	ɡ̤̥	c				v	s	s	vl	p	none	none	none	none	
1844	ɠ̥	c				v	s	s	vl	gi	none	none	none	none	
2397	ɣ̥	c				v	f	s	vl	p	none	none	none	none	
781	ʰk	c				v	s	pra	vl	p	none	none	none	none	
896	ʰkʷ	c				v	s	pra	vl	p	none	w	none	none	
29	k	c				v	s	s	vl	p	none	none	none	none	
1984	k̃	c				v	s	s	vl	p	nas	none	none	none	
13	kˀ	c				v	s	pog	vl	ge	none	none	none	none	
119	kʼ	c				v	s	pog	vl	ge	none	none	none	none	
2845	k̙	c				v	s	s	vl	p	ret	none	none	none	
67	k̟	c				v	s	s	vl	p	adv	none	none	none	
292	k͉	c				v	s	s	vl	p	ola	none	none	none	
2061	k̻	c				v	s	s	vl	p	lam	none	none	none	
121	k͈	c				v	s	s	vl	p	dvb	none	none	none	
984	kˤ	c				v	s	pog	vl	ge	none	ph	none	none	
944	ˀk	c				v	s	prg	vl	p	none	none	none	none	
1119	kǃ	c				v	clk	c	vl	vi	none	none	none	none	
258	kː	c				v	s	s	vl	p	none	none	long	none	
834	kʼː	c				v	s	pog	vl	ge	none	none	long	none	
739	k͈ː	c				v	s	s	vl	p	dvb	none	long	none	
2314	kːʷ	c				v	s	s	vl	p	none	w	long	none	
1121	kǀ	c				v	clk	c	vl	vi	none	none	none	none	
1839	kf	c				v	af	c	vl	p	none	none	none	none	Unusual affricate
2729	kɡ	c				v	s	c	vl	p	none	none	none	none	
1588	kɦ	c				v	af	poa	vl	p	none	none	none	none	
2559	kᶣ	c				v	s	s	vl	p	none	none	none	none	
8	kʰ	c				v	s	poa	vl	p	none	none	none	none	
493	k̟ʰ	c				v	s	poa	vl	p	adv	none	none	none	
833	kʰː	c				v	s	poa	vl	p	none	none	long	none	
1950	kʰʲ	c				v	s	poa	vl	p	none	j	none	none	
1885	kʰʷ	c				v	s	poa	vl	p	none	w	none	none	
584	kʲ	c				v	s	s	vl	p	none	j	none	none	
992	kʲʼ	c				v	s	pog	vl	ge	none	j	none	none	
1951	kʼʲ	c				v	s	pog	vl	ge	none	j	none	none	
140	k̟ʲʼ	c				v	s	pog	vl	ge	adv	j	none	none	
303	kʲʰ	c				v	s	poa	vl	p	none	j	none	none	
2890	kl	c				v	clk	c	vl	p	none	l	none	none	
1504	kɬ	c				v	af	c	vl	p	none	none	none	none	
1809	kʟ̥ʼ	c				v	clk	pog	vl	ge	none	none	none	none	
1125	kʟ̥͓ʼ	c				v	af	pog	vl	ge	mc	none	none	none	
2042	kŋ	c				v	s	pon	vl	p	none	none	none	none	
2836	kɾ	c				v	s	c	vl	p	none	r	none	none	
377	kʷ	c				v	s	s	vl	p	none	w	none	none	
1772	kʷˀ	c				v	s	pog	vl	ge	none	w	none	none	
107	kʷʼ	c				v	s	pog	vl	ge	none	w	none	none	
2000	k̃ʷ	c				v	s	s	vl	p	nas	w	none	none	
2015	kʼʷ	c				v	s	pog	vl	ge	none	w	none	none	
2227	k͉ʷ	c				v	s	s	vl	p	ola	w	none	none	
114	k͈ʷ	c				v	s	s	vl	p	dvb	w	none	none	
2306	ˀkʷ	c				v	s	prg	vl	p	none	w	none	none	
1054	kʷː	c				v	s	s	vl	p	none	w	long	none	
884	kʷʼː	c				v	s	pog	vl	ge	none	w	long	none	
101	kʷʰ	c				v	s	poa	vl	p	none	w	none	none	
2478	kʷʱ	c				v	s	s	vl	p	none	w	none	none	
2825	kʷɾ	c				v	s	c	vl	p	none	wr	none	none	
423	kx	c				v	af	c	vl	p	none	none	none	none	
1126	kxʼ	c				v	af	pog	vl	ge	none	none	none	none	
1473	kxː	c				v	af	c	vl	p	none	none	long	none	
1467	kxʼː	c				v	af	pog	vl	ge	none	none	long	none	
1134	kxʰ	c				v	af	poa	vl	p	none	none	none	none	
147	kxʷ	c				v	af	c	vl	p	none	w	none	none	
1517	kxʷʰ	c				v	af	poa	vl	p	none	w	none	none	
1801	ʟ̥͓	c				v	a	s	vl	p	mc	l	none	none	
75	ŋ̥	c				v	n	s	vl	p	none	none	none	none	
548	ŋ̥ʲ	c				v	n	s	vl	p	none	j	none	none	
578	ŋk	c				v	s	prn	vl	p	none	none	none	none	
2551	ŋkʼ	c				v	s	pog	vl	ge	none	none	none	none	
920	ŋkʰ	c				v	s	poa	vl	p	none	none	none	none	
579	ŋkʲ	c				v	s	prn	vl	p	none	j	none	none	
938	ŋkʷ	c				v	s	prn	vl	p	none	w	none	none	
2720	ŋkx	c				v	af	prn	vl	p	none	none	none	none	
1543	ŋ̥ʷ	c				v	n	s	vl	p	none	w	none	none	
116	x	c				v	f	s	vl	p	none	none	none	none	
751	xʼ	c				v	f	pog	vl	ge	none	none	none	none	
2398	x̥	c				v	f	s	vl	p	none	none	none	none	
111	x͈	c				v	f	s	vl	p	dvb	none	none	none	
676	xː	c				v	f	s	vl	p	none	none	long	none	
975	x͈ː	c				v	f	s	vl	p	dvb	none	long	none	
882	xh	c				v	f	poa	vl	p	none	none	none	none	
956	xʲ	c				v	f	s	vl	p	none	j	none	none	
148	x̟ʲ	c				v	f	s	vl		adv	j	none	none	
130	xʷ	c				v	f	s	vl	p	none	w	none	none	
1790	xʷʼ	c				v	f	pog	vl	ge	none	w	none	none	
125	x͈ʷ	c				v	f	s	vl	p	dvb	w	none	none	
2415	˧˩̤	ss							b	p	none	none	none	31	
405	˨˩̤	ss							b	p	none	none	none	21	
538	˧˨̤	ss							b	p	none	none	none	32	
1345	a̤	v	o	f	none				b	p	none	none	none	none	
2095	ɑ̤	v	o	b	none				b	p	none	none	none	none	
1495	ɒ̤	v	o	b	none				b	p	none	none	none	none	
2495	a̤ˑ	v	o	f	none				b	p	none	none	hl	none	
1332	a̤ː	v	o	f	none				b	p	none	none	long	none	
2099	ɑ̤ː	v	o	b	none				b	p	none	none	long	none	
1316	æ̤	v	no	f	none				b	p	none	none	none	none	
2018	æ̤ː	v	no	f	none				b	p	none	none	long	none	
1745	a̤i̤	v	o c	f f	none				b	p	none	none	none	none	
1744	a̤ɯ̤	v	o c	f b	none				b	p	none	none	none	none	
1732	a̤ṳ	v	o c	f b	ur				b	p	none	none	none	none	
1326	ɔ̤	v	om	b	r				b	p	none	none	none	none	
2488	ɔ̤ˑ	v	om	b	none				b	p	none	none	hl	none	
2022	ɔ̤ː	v	om	b	r				b	p	none	none	long	none	
1742	ɔ̤i̤	v	om c	b f	ru				b	p	none	none	none	none	
2497	ɛ̤ˑ	v	om	f	none				b	p	none	none	hl	none	
1494	e̤	v	cm	f	none				b	p	none	none	none	none	
2852	ë̞	v	cm	f	none				b	p	lwd	none	none	none	
1497	ɛ̤	v	om	f	none				b	p	none	none	none	none	
2843	ə̤	v	m	c	none				b	p	none	none	none	none	
2493	e̤ˑ	v	cm	f	none				b	p	none	none	hl	none	
1312	e̤ː	v	cm	f	none				b	p	none	none	long	none	
2019	ɛ̤ː	v	om	f	none				b	p	none	none	long	none	
1490	ɤ̤	v	cm	b	none				b	p	none	none	none	none	
2097	ɤ̤ː	v	cm	b	none				b	p	none	none	long	none	
1738	ɤ̤i̤	v	cm c	b f 	none				b	p	none	none	none	none	
1335	ɪ̤	v	nc	nf	none				b	p	none	none	none	none	
1496	i̤	v	c	f	none				b	p	none	none	none	none	
2487	i̤ˑ	v	c	f	none				b	p	none	none	hl	none	
1333	i̤ː	v	c	f	none				b	p	none	none	long	none	
2096	i̤a	v	c o	f f	none				b	p	none	none	none	none	
1736	i̤a̤	v	c o	f f	none				b	p	none	none	none	none	
1741	i̤ɛ̤	v	c om	f f	none				b	p	none	none	none	none	
1508	i̤ə̤	v	c m	f c	none				b	p	none	none	none	none	
1747	i̤ṳ	v	c c	f b	ur				b	p	none	none	none	none	
1491	ɯ̤	v	c	b	none				b	p	none	none	none	none	
2094	ɯ̤ː	v	c	b	none				b	p	none	none	long	none	
2100	ɯ̤a	v	c o	b b	none				b	p	none	none	none	none	
1506	ɯ̤ə̤	v	c m	b c	none				b	p	none	none	none	none	
1733	ɯ̤i̤	v	c c	b f	none				b	p	none	none	none	none	
1344	o̤	v	cm	b	r				b	p	none	none	none	none	
2021	ɵ̤	v	cm	c	r				b	p	none	none	none	none	
2499	o̤ˑ	v	cm	b	r				b	p	none	none	hl	none	
1317	o̤ː	v	cm	b	r				b	p	none	none	long	none	
2558	œ̤	v	om	f	r				b	p	none	none	none	none	
1746	o̤i̤	v	cm c	b f	ru				b	p	none	none	none	none	
1492	ṳ	v	c	b	r				b	p	none	none	none	none	
1338	ʊ̤	v	nc	nb	r				b	p	none	none	none	none	
2489	ṳˑ	v		b	r				b	p	none	none	hl	none	
1325	ṳː	v	c	b	r				b	p	none	none	long	none	
2023	ʊ̤ː	v	nc	nb	r				b	p	none	none	long	none	
1748	ṳa̤	v	c o	b f	ru				b	p	none	none	none	none	
1512	ṳə̤	v	c m	b c	ru				b	p	none	none	none	none	
1740	ṳi̤	v	c c	b f	ru				b	p	none	none	none	none	
1489	ʌ̤	v	om	b	none				b	p	none	none	none	none	
2098	ʌ̤ː	v	om	b	none				b	p	none	none	long	none	
2557	y̤	v	c	f	r				b	p	none	none	none	none	
2414	˥˧̰	ss							c	p	none	none	none	53	
407	˦˥̰	ss							c	p	none	none	none	45	
505	˧˩̰	ss							c	p	none	none	none	31	
524	˥̰	ss							c	p	none	none	none	55	
408	˩̰	ss							c	p	none	none	none	11	
374	a̰	v	o	f	none				c	p	none	none	none	none	
1703	ã̰	v	o	f	n				c	p	none	none	none	none	
2175	ã̰	v	o	f	n				c	p	none	none	none	none	
2486	a̰ˑ	v	o	f	none				c	p	none	none	hl	none	
816	a̰ː	v	o	f					c	p	none	none	long	none	
2633	a̰ʰ	v	o	f	none			poa	c	p	none	none	none	none	
2422	a̰ḭ	v	o c	f f	none				c	p	none	none	none	none	
2423	a̰ṵ	v	o c	f b	ur				c	p	none	none	none	none	
373	ɔ̰	v	om	b	r				c	p	none	none	none	none	
2494	ɔ̰ˑ	v	om	b	none				c	p	none	none	hl	none	
2496	ɔ̰ː	v	om	b	r				c	p	none	none	long	none	
2492	ɛ̰ˑ	v	om	f	none				c	p	none	none	hl	none	
375	ḛ	v	cm	f	none				c	p	none	none	none	none	
2891	ḛ̃	v	cm	f	n				c	p	none	none	none	none	
822	e̞̰	v	cm	f	none				c	p	lwd	none	none	none	
937	ẽ̞̰	v	cm	f	n				c	p	lwd	none	none	none	
359	ɛ̰	v	om	f	none				c	p	none	none	none	none	
823	ə̰	v	m	c	none				c	p	none	none	none	none	
2498	ḛˑ	v	cm	f	none				c	p	none	none	hl	none	
2290	ɛ̰̃	v	om	f	n				c	p	none	none	none	none	
2288	ə̰̃	v	m	c	n				c	p	none	none	none	none	
2282	ḛː	v	cm	f	none				c	p	none	none	long	none	
2491	ɛ̰ː	v	om	f	none				c	p	none	none	long	none	
371	ḭ	v	c	f	none				c	p	none	none	none	none	
943	ḭ̃	v	c	f	n				c	p	none	none	none	none	
1702	ḭ̃	v	c	f	n				c	p	none	none	none	none	
941	ɨ̰	v	c	c	none				c	p	none	none	none	none	
2500	ḭˑ	v	c	f	none				c	p	none	none	hl	none	
814	ḭː	v	c	f	none				c	p	none	none	long	none	
948	ɯ̰	v	c	b	none				c	p	none	none	none	none	
369	o̰	v	cm	b	r				c	p	none	none	none	none	
2289	õ̰	v	cm	b	nr				c	p	none	none	none	none	
2490	o̰ˑ	v	cm	b	r				c	p	none	none	hl	none	
2283	o̰ː	v	cm	b	r				c	p	none	none	long	none	
2599	o̰ʰ	v	cm	b	r			poa	c	p	none	none	none	none	
363	ṵ	v	c	b	r				c	p	none	none	none	none	
2174	ṵ̃	v	c	b	nr				c	p	none	none	none	none	
2608	ṵʰ	v	c	b	r			poa	c	p	none	none	none	none	
219	˥˦	ss							vd	p	none	none	none	54	
424	˦˥	ss							vd	p	none	none	none	45	
2428	˥˧	ss							vd	p	none	none	none	53	
939	˦˧	ss							vd	p	none	none	none	43	
2424	˨˥	ss							vd	p	none	none	none	25	
2764	˥˨	ss							vd	p	none	none	none	none	
559	˥˩	ss							vd	p	none	none	none	51	
560	˩˥	ss							vd	p	none	none	none	15	
2272	˦˥˦	ss							vd	p	none	none	none	454	
1811	˦˨	ss							vd	p	none	none	none	52	
1812	˨˦	ss							vd	p	none	none	none	24	
440	˧˨	ss							vd	p	none	none	none	32	
470	˨˧	ss							vd	p	none	none	none	23	
228	˩˨	ss							vd	p	none	none	none	12	
