ID	Name	General Class	V-V.	V-H.	V-C.	C-P.	C-M.	C-S.	Phon.	Init.	Pri.	2nd	Pros.	Tone.	Notes
231	˧	ss							vd	p	none	none	none	33	
467	˥˧˥	ss							vd	p	none	none	none	535	
1855	˦˨˦	ss							vd	p	none	none	none	424	
940	˦˩	ss							vd	p	none	none	none	51	
441	˥	ss							vd	p	none	none	none	55	
443	˦	ss							vd	p	none	none	none	44	
442	˨	ss							vd	p	none	none	none	22	
409	˩	ss							vd	p	none	none	none	11	
515	˧˨ˤ	ss							vd	p	none	ph	none	32	
439	˧˨˥	ss							vd	p	none	none	none	435	
526	˧˦	ss							vd	p	none	none	none	34	
2070	˧˦˧	ss							vd	p	none	none	none	343	
426	˧˥	ss							vd	p	none	none	none	35	
419	˧˩	ss							vd	p	none	none	none	31	
412	˨˩	ss							vd	p	none	none	none	21	
2685	˥˨˧	ss							vd	p	none	none	none	523	
2686	˧˥˨	ss							vd	p	none	none	none	352	
1830	˨˦˧	ss							vd	p	none	none	none	243	
2163	˧˨˧	ss							vd	p	none	none	none	323	
1856	˨˦˨	ss							vd	p	none	none	none	242	
1866	˨˥˩	ss							vd	p	none	none	none	251	
1831	˨˧˨	ss							vd	p	none	none	none	232	
547	˨˧˩	ss							vd	p	none	none	none	231	
2231	˦ː	ss							vd	p	none	none	long	44	
2232	˨ː	ss							vd	p	none	none	long	22	
1835	↓	ss							vd	p	none	none	ds	none	
1834	↓˦	ss							vd	p	none	none	ds	44	
1833	↓˦˨	ss							vd	p	none	none	ds	42	
1832	˦↓˦	ss							vd	p	none	none	ds	44	
2481	↓˦↓˦	ss							vd	p	none	none	ds	44	
1423	ɐˤ	v	o	c	none				vd	p	none	ph	none	none	
12	a	v	o	f	none				vd	p	none	none	none	none	
1947	ä	v	o	f	none				vd	p	c	none	none	none	
477	ă	v	o	f	none				vd	p	none	none	brev	none	
157	ɑ	v	o	b	none				vd	p	none	none	none	none	
437	ɑ̃˞	v	o	b	n				vd	p	none	r	none	none	
250	ã	v	o	f	n				vd	p	none	none	none	none	
546	ã̆	v	o	f	n				vd	p	none	none	brev	none	
2221	aˀ	v	o	f	none				vd	ge	none	glt	none	none	
2340	a̙	v	o	f	none				vd	p	ret	none	none	none	
73	a̟	v	o	f	none				vd	p	adv	none	none	none	
664	a̠	v	o	f	none				vd	p	ret	none	none	none	
894	ã̟	v	o	b	n				vd	p	adv	none	none	none	
259	ɐ	v	o	c	none				vd	p	none	none	none	none	
385	ɒ	v	o	b	none				vd	p	none	none	none	none	
701	aˑ	v	o	f	none				vd	p	none	none	hl	none	
434	a˞	v	o	f	none				vd	p	none	r	none	none	
1445	aˤ	v	o	f	none				vd	p	none	ph	none	none	
2865	ɑ̈	v	o	b	none				vd	p	c	none	none	none	
1375	ɐ̆	v	o	c	none				vd	p	none	none	brev	none	
1353	ɒ̆	v	o	b	r				vd	p	none	none	brev	none	
1234	ɐ̃	v	o	c	n				vd	p	none	none	none	none	
892	ɑ̃	v	o	b	n				vd	p	none	none	none	none	
930	ɒ̃	v	o	b	nr				vd	p	none	none	none	none	
1629	ãˤ	v	o	f	n				vd	p	none	ph	none	none	
1780	ɑ̝	v	o	b	none				vd	p	rzd	none	none	none	
1722	ɒ̝	v	o	b	r				vd	p	rzd	none	none	none	
430	a̟˞	v	o	f	none				vd	p	adv	r	none	none	
1617	ɐ̹̆	v	o	c	r				vd	p	none	none	brev	none	
7	aː	v	o	f	none				vd	p	none	none	long	none	
2358	aː̃	v	o	f	n				vd	p	nas	none	long	none	
222	ãː	v	o	f	n				vd	p	none	none	long	none	
2336	a̙ː	v	o	f	none				vd	p	ret	none	long	none	
72	a̟ː	v	o	f	none				vd	p	adv	none	long	none	
1867	a̠ː	v	o	f	none				vd	p	ret	none	long	none	
893	ã̟ː	v	o	f	none				vd	p	adv	none	long	none	
794	ɐː	v	o	c	none				vd	p	none	none	long	none	
152	ɑː	v	o	b	none				vd	p	none	none	long	none	
280	ɒː	v	o	b	r				vd	p	none	none	long	none	
1620	aˤː	v	o	f	none				vd	p	none	ph	long	none	
2864	ɑ̈ː	v	o	b	none				vd	p	c	none	long	none	
1158	ɑ̃ː	v	o	b	n				vd	p	none	none	long	none	
1228	ɒ̃ː	v	o	b	nr				vd	p	nas	none	long	none	
1650	ãˤː	v	o	f	n				vd	p	none	ph	long	none	
392	a̟̙ː	v	o	f	none				vd	p	adv	none	long	none	
2400	aɔ	v	o om	f b	none				vd	p	none	none	none	none	
23	æ	v	no	f	none				vd	p	none	none	none	none	
2056	ae	v	o cm	f f	none				vd	p	none	none	none	none	
463	æ̃	v	no	f	n				vd	p	none	none	none	none	
1597	ae̞	v	o cm	f f	none				vd	p	lwd	none	none	none	
2846	æ̞̃	v	no	f	n				vd	p	lwd	none	none	none	
1488	aɛ	v	o om	f	none				vd	p	none	none	none	none	
124	æˤ	v	no	f	none				vd	p	none	ph	none	none	
1640	ae̞ˤ	v	o cm	f f	none				vd	p	lwd	ph	none	none	
1627	ãẽ̞ˤ	v	o cm	f f	n				vd	p	lwd	ph	none	none	
1967	ɑe	v	o cm	b f	none				vd	p	none	none	none	none	
18	æː	v	no	f	none				vd	p	none	none	long	none	
744	æ̃ː	v	no	f	n				vd	p	none	none	long	none	
2081	æe	v	no cm	f f	none				vd	p	none	none	none	none	
1327	æe̯	v	no cm	f f	none				vd	p	none	none	brev	none	
1311	æẽ̯	v	no cm	f f	un				vd	p	none	none	none	none	
1697	æi	v	no c	f f	none				vd	p	none	none	none	none	
2309	æɪ	v	no nc	f nf	none				vd	p	none	none	none	none	
2263	æu	v	no c	f b	none				vd	p	none	none	none	none	
1721	æʉ	v	no c	f c	none				vd	p	none	none	none	none	
1849	aˠ	v	o	f	none				vd	p	none	v	none	none	
2332	a̙ˠ	v	o	f	none				vd	p	ret	v	none	none	
2885	aʰ	v	o	f	none			poa	vd	p	none	none	none	none	
626	ai	v	o c	f f	none				vd	p	none	none	none	none	
2012	aɪ	v	o nc	f nf	none				vd	p	none	none	none	none	
1552	aɨ	v	o c	f c	none				vd	p	none	none	none	none	
2191	ai̯	v	o c	f f	none				vd	p	none	none	none	none	
2257	ãi	v	o c	f f	nu				vd	p	none	none	none	none	
1575	ãĩ	v	o c	f f	n				vd	p	none	none	none	none	
1600	a̟i	v	o c	f f	none				vd	p	adv	none	none	none	
1601	ã̟ĩ	v	o c	f f	n				vd	p	adv	none	none	none	
640	ɐi	v	no c	c f	none				vd	p	none	none	none	none	
2246	ɑi	v	o c	b f	none				vd	p	none	none	none	none	
2384	ɑ̃ĩ	v	o c	b f	n				vd	p	none	none	none	none	
2286	aj	v	o c	f f	none				vd	p	none	none	none	none	
2874	aʲ	v	o c	f f	none				vd	p	none	j	none	none	
2879	ãʲ	v	o c	f f	n				vd	p	nas	j	none	none	
1534	aɯ	v	o c	f b	none				vd	p	none	none	none	none	
1959	ao	v	o cm	f b	ur				vd	p	none	none	none	none	
1487	ao̞	v	o cm	f b	ur				vd	p	lwd	none	none	none	
1630	ao̞ˤ	v	o cm	f b	ur				vd	p	lwd	ph	none	none	
1681	ãõ̞ˤ	v	o cm	f b	ur				vd	p	lwd	ph	none	none	
2389	ɑo	v	o cm	b	ur				vd	p	none	none	none	none	
2385	ɑ̃õ	v	o cm	b	nur				vd	p	nas	none	none	none	
1412	au	v	o c	f b	ur				vd	p	none	none	none	none	
2188	au̯	v	o c	f b	ur				vd	p	none	none	brev	none	
2057	aʊ	v	o nc	f b	ur				vd	p	none	none	none	none	
2233	ɐu	v	o c	c b	ur				vd	p	none	none	none	none	
2387	ɑu	v	o c	b b	ur				vd	p	none	none	none	none	
2308	ɑʊ	v	o nc	b nb	ur				vd	p	none	none	none	none	
2341	aw	v	o c	f b	none				vd	p	none	none	none	none	
2041	ay	v	o c	f f	ur				vd	p	none	none	none	none	
76	ɔ	v	om	b	r				vd	p	none	none	none	none	
464	ɔ̆	v	om	b	r				vd	p	none	none	brev	none	
529	ɔ̃	v	om	b	nr				vd	p	nas	none	none	none	
2333	ɔ̙	v	om	b	r				vd	p	ret	none	none	none	
2717	ɔ̝	v	om	b	r				vd	p	rzd	none	none	none	
351	ɔ̯	v	om	b	r				vd	p	none	none	breve	none	
890	ɔˑ	v	om	b	none				vd	p	none	none	hl	none	
1424	ɔˤ	v	om	b	r				vd	p	none	ph	none	none	
71	ɔː	v	om	b	r				vd	p	none	none	long	none	
747	ɔ̃ː	v	om	b	nr				vd	p	nas	none	long	none	
397	ɔ̘ː	v	om	b	r				vd	p	adv	none	long	none	
2335	ɔ̙ː	v	om	b	r				vd	p	ret	none	long	none	
2712	ɔ̝ː	v	om	b	r				vd	p	rzd	none	long	none	
1670	ɔ̃ˤː	v	om	b	nr				vd	p	nas	ph	long	none	
1965	ɔɛ	v	om om	b f	ru				vd	p	none	none	none	none	
595	ɔə	v	om m	b c	ru				vd	p	none	none	none	none	
1418	ɔi	v	om c	b f	ru				vd	p	none	none	none	none	
2240	ɔɪ	v	om nc	b nf	ru				vd	p	none	none	none	none	
1579	ɔ̃ĩ	v	om nc	b nf	nru				vd	p	nas	none	none	none	
1313	ɔo̯	v	om o	b b	r				vd	p	none	none	breve	none	
1337	ɔõ̯	v	om o	b b	r				vd	p	none	none	breve	none	
2165	ɔu	v	om c	b b	r				vd	p	none	none	none	none	
21	e	v	cm	f	none				vd	p	none	none	none	none	
427	ə˞	v	m	c	none				vd	p	r	none	none	none	
1957	ë	v	cm	f	r				vd	p	c	none	none	none	
542	ĕ	v	cm	f	none				vd	p	none	none	brev	none	
590	ẽ	v	cm	f	n				vd	p	none	none	none	none	
425	ə̃˞	v	m	c	n				vd	p	r	none	none	none	
2218	eˀ	v	cm	f	none				vd	ge	none	glt	none	none	
2438	e̘	v	cm	f	none				vd	p	adv	none	none	none	
1372	e̙	v	cm	f	none				vd	p	ret	none	none	none	
2074	e̝	v	cm	f	none				vd	p	rzd	none	none	none	
203	e̞	v	cm	f	none				vd	p	lwd	none	none	none	
1112	e̠	v	cm	f	none				vd	p	ret	none	none	none	
2337	ɛ̙	v	om	f	none				vd	p	ret	none	none	none	
266	e̯	v	cm	f	none				vd	p	none	none	brev	none	
808	ĕ̞	v	cm	f	none				vd	p	lwd	none	brev	none	
239	ẽ̞	v	cm	f	n				vd	p	lwd	none	none	none	
24	ɛ	v	om	f	none				vd	p	none	none	none	none	
226	ə	v	m	c	none				vd	p	none	none	none	none	
416	ɘ	v	cm	c	none				vd	p	none	none	none	none	
156	ɜ	v	om	c	none				vd	p	none	none	none	none	
158	ɞ	v	om	c	r				vd	p	none	none	none	none	
2047	eˑ	v	cm	f	none				vd	p	none	none	hl	none	
2576	eˤ	v	cm	f	none				vd	p	none	ph	none	none	
551	ɛ̆	v	om	f	none				vd	p	none	none	brev	none	
205	ə̆	v	m	c	none				vd	p	none	none	brev	none	
342	ɛ̃	v	om	f	n				vd	p	none	none	none	none	
565	ə̃	v	m	c	n				vd	p	none	none	none	none	
1514	ɘ̃	v	cm	c	n				vd	p	none	none	none	none	
1331	ɜ̃	v	om	c	n				vd	p	none	none	none	none	
549	ɛ̆̃	v	om	f	n				vd	p	none	none	brev	none	
204	e̞̠	v	cm	f	none				vd	p	lwd	none	none	none	
2715	ɛ̝	v	om	f	none				vd	p	rzd	none	none	none	
2086	ɛ̞	v	om	f	none				vd	p	lwd	none	none	none	
474	ə̟	v	m	c	none				vd	p	adv	none	none	none	
135	e̞ˤ	v	cm	f	none				vd	p	lwd	ph	none	none	
346	ɛ̯	v	om	f	none				vd	p	none	none	brev	none	
561	ə̯	v	m	c	none				vd	p	none	none	brev	none	
886	ɛˑ	v	om	f	none				vd	p	none	none	hl	none	
2046	əˑ	v	m	c	none				vd	p	none	none	hl	none	
11	eː	v	cm	f	none				vd	p	none	none	long	none	
2855	ëː	v	cm	f	none				vd	p	c	none	long	none	
780	ẽː	v	cm	f	n				vd	p	none	none	long	none	
395	e̘ː	v	cm	f	none				vd	p	adv	none	long	none	
162	e̞ː	v	cm	f	none				vd	p	lwd	none	long	none	
265	ẽ̞ː	v	cm	f	n				vd	p	lwd	none	long	none	
77	ɛː	v	om	f	none				vd	p	none	none	long	none	
241	əː	v	m	c	none				vd	p	none	none	long	none	
555	ɘː	v	cm	c	none				vd	p	none	none	long	none	
1606	ɜː	v	om	c	none				vd	p	none	none	long	none	
692	ɛ̃ː	v	om	f	n				vd	p	none	none	long	none	
745	ə̃ː	v	m	c	n				vd	p	none	none	long	none	
1592	ɘ̃ː	v	cm	c	n				vd	p	none	none	long	none	
390	ɛ̘ː	v	om	f	none				vd	p	adv	none	long	none	
2331	ɛ̙ː	v	om	f	none				vd	p	ret	none	long	none	
394	ə̘ː	v	m	c	none				vd	p	adv	none	long	none	
2713	ɛ̝ː	v	om	f	none				vd	p	rzd	none	long	none	
1946	ea	v	cm o	f b	none				vd	p	none	none	none	none	
1749	e̞a	v	cm o	f b	none				vd	p	lwd	none	none	none	
2401	eɔ	v	cm om	f b	ur				vd	p	none	none	none	none	
1485	ɛ̃ɔ̃	v	om om	f b	n				vd	p	none	none	none	none	
2007	eə	v	cm m	f c	none				vd	p	none	none	none	none	
2691	eɘ	v	cm m	f c	none				vd	p	none	none	none	none	
1599	e̞ə	v	cm m	f c	none				vd	p	lwd	none	none	none	
596	ɛə	v	om m	f c	none				vd	p	none	none	none	none	
2255	ɛ̃ə	v	om m	f c	nu				vd	p	none	none	none	none	
1850	eˠ	v	cm	f	none				vd	p	none	v	none	none	
1852	ɛˠ	v	om	f	none				vd	p	none	v	none	none	
2334	ɛ̙ˠ	v	om	f	none				vd	p	ret	v	none	none	
2883	eʰ	v	cm	f	none			poa	vd	p	none	none	none	none	
417	ei	v	cm c	f f	none				vd	p	none	none	none	none	
2013	eɪ	v	om nc	f nf	none				vd	p	none	none	none	none	
518	eĩ	v	cm c	f f	un				vd	p	none	none	none	none	
384	ei̙	v	cm c	f f	none				vd	p	ret	none	none	none	
2193	ei̯	v	cm c	f f	none				vd	p	none	none	brev	none	
2386	ẽĩ	v	cm c	f f	n				vd	p	none	none	none	none	
1541	e̞i	v	cm c	f f	none				vd	p	lwd	none	none	none	
1674	ẽ̞ĩ	v	cm c	f f	n				vd	p	lwd	none	none	none	
727	ɛi	v	om c	f f	none				vd	p	none	none	none	none	
2164	ɛɪ	v	om nc	f nf	none				vd	p	none	none	none	none	
1555	əi	v	m c	c f	none				vd	p	none	none	none	none	
386	əɨ̙	v	m c	c c	none				vd	p	ret	none	none	none	
2695	ɘi	v	m c	c f	none				vd	p	none	none	none	none	
1429	ɜi	v	om c	f f	none				vd	p	none	none	none	none	
997	ɜɪ̯	v	om nc	f nf	none				vd	p	none	none	none	none	
2317	ej	v	cm c	f f	none				vd	p	none	none	none	none	
2480	eʲ	v	cm c	f f	none				vd	p	none	j	none	none	
2166	ɛj	v	om c	f f	none				vd	p	none	none	none	none	
1533	ɛɯ	v	om c	f b	none				vd	p	none	none	none	none	
1554	əɯ	v	m c	c b	none				vd	p	none	none	none	none	
2220	eo	v	cm cm	f b	ur				vd	p	none	none	none	none	
1611	e̞o̞	v	cm cm	f b	ur				vd	p	lwd	none	none	none	
2841	ɛo	v	om cm	f b	ur				vd	p	none	none	none	none	
1484	ɛo̞	v	om cm	f b	ur				vd	p	lwd	none	none	none	
1978	eu	v	cm c	f b	ur				vd	p	none	none	none	none	
2205	eu̯	v	cm c	f b	ur				vd	p	none	none	brev	none	
2405	eʊ	v	cm nc	f nb	ur				vd	p	none	none	none	none	
1551	e̞u	v	cm c	f b	ur				vd	p	lwd	none	none	none	
1656	ẽ̞ũ	v	cm c	f b	nur				vd	p	lwd	none	none	none	
2325	ɛu	v	om c	f nb	ur				vd	p	none	none	none	none	
2238	ɛʊ	v	om nc	f nb	ur				vd	p	none	none	none	none	
1530	əu	v	m c	c b	ur				vd	p	none	none	none	none	
2319	ɛw	v	om c	f b	ur				vd	p	none	none	none	none	
2840	əy	v	m c	c f	ur				vd	p	none	none	none	none	
22	ɤ	v	cm	b	none				vd	p	none	none	none	none	
777	ɤ̃	v	cm	b	n				vd	p	none	none	none	none	
475	ɤ̞	v	cm	b	none				vd	p	lwd	none	none	none	
1474	ɤ̟	v	cm	b	none				vd	p	adv	none	none	none	
1136	ɤ̯	v	cm	b	none				vd	p	none	none	none	none	
778	ɤ̞̃	v	cm	b	n				vd	p	lwd	none	none	none	
454	ɤ˞	v	cm	b	none				vd	p	none	r	none	none	
1808	ɤ̞̟̃	v	cm	b	n				vd	p	lwd	none	none	none	
60	ɤː	v	cm	b	none				vd	p	none	none	long	none	
769	ɤ̃ː	v	cm	v	n				vd	p	none	none	long	none	
755	ɤ̞ː	v	cm	b	none				vd	p	lwd	none	long	none	
1743	ɤi	v	cm c	b f	none				vd	p	none	none	none	none	
25	i	v	c	f	none				vd	p	none	none	none	none	
81	ɪ	v	nc	nf	none				vd	p	none	none	none	none	
260	ɪ̈	v	nc	nf	none				vd	p	c	none	none	none	
2767	ï	v	c	f	none				vd	p	c	none	none	none	
536	ĭ	v	c	f	none				vd	p	none	none	brev	none	
804	ɪ̆	v	nc	nf	none				vd	p	none	none	brev	none	
274	ĩ	v	c	f	n				vd	p	none	none	none	none	
332	ɪ̃	v	nc	nf	n				vd	p	none	none	none	none	
74	ɨ	v	c	c	none				vd	p	none	none	none	none	
809	ɨ̆	v	c	c	none				vd	p	none	none	brev	none	
601	ɨ̃	v	c	c	n				vd	p	none	none	none	none	
2224	iˀ	v	c	f	none			pog	vd	ge	none	glt	none	none	
2442	i̘	v	c	f	none				vd	p	adv	none	none	none	
1370	ɪ̙	v	nc	nf	none				vd	p	ret	none	none	none	
2440	i̙	v	c	f	none				vd	p	ret	none	none	none	
2804	i̜	v	c	f	none				vd	p	none	none	none	none	
2689	ɪ̝	v	c	nf	none				vd	p	rzd	none	none	none	
2716	i̞	v	c	f	none				vd	p	lwd	none	none	none	
210	ɪ̠	v	nc	nf	none				vd	p	ret	none	none	none	
1547	i͓	v	c	f	none				vd	p	mc	none	none	none	
352	ɪ̯	v	nc	nf	none				vd	p	none	none	brev	none	
2889	ɨ̘	v	c	c	none				vd	p	adv	none	none	none	
2803	ɨ̜	v	c	c	none				vd	p	none	none	none	none	
1479	ɨ̞	v	c	c	none				vd	p	lwd	none	none	none	
888	iˑ	v	c	f	none				vd	p	none	none	hl	none	
1774	ɨ̞̃	v	c	c	n				vd	p	lwd	none	none	none	
1425	ɪˤ	v	nc	nf	none				vd	p	none	ph	none	none	
1440	iˤ	v	c	f	none				vd	p	none	ph	none	none	
2848	ɨˑ	v	c	c	none				vd	p	none	none	hl	none	
849	ɨ˞	v	c	c	none				vd	p	none	r	none	none	
6	iː	v	c	f	none				vd	p	none	none	long	none	
281	ɪː	v	nc	nf	none				vd	p	none	none	long	none	
998	ɪ̈ː	v	nc	nf	none				vd	p	none	none	long	none	
251	ĩː	v	c	f	n				vd	p	none	none	long	none	
764	ɪ̃ː	v	nc	nf	n				vd	p	none	none	long	none	
82	ɨː	v	c	c	none				vd	p	none	none	long	none	
1283	ɨ̃ː	v	c	c	n				vd	p	none	none	long	none	
1373	i̙ː	v	c	f	none				vd	p	ret	none	long	none	
2339	ɪ̙ː	v	nc	nf	none				vd	p	ret	none	long	none	
2696	ɪ̝ː	v	nc	nf	none				vd	p	rzd	none	long	none	
2714	i̞ː	v	c	f	none				vd	p	lwd	none	long	none	
1793	iˤː	v	c	f	none				vd	p	none	ph	long	none	
2505	iːe	v	c cm	f f	none				vd	p	none	none	long	none	
2504	iːɛ	v	c om	f f	none				vd	p	none	none	long	none	
1086	ia	v	c o	f f	none				vd	p	none	none	none	none	
2078	ɪa	v	nc o	f f	none				vd	p	none	none	none	none	
2080	iã	v	c o	f f	un				vd	p	none	none	none	none	
2082	ɪã	v	nc o	f f	un				vd	p	none	none	none	none	
1545	ia̟	v	c o	f f	none				vd	p	adv	none	none	none	
1605	ɨa	v	c o	f f	none				vd	p	none	none	none	none	
1904	iaː	v	c o	f f	none				vd	p	none	none	long	none	
1088	iæ	v	c no	f f	none				vd	p	none	none	none	none	
2141	iau	v	c o c	f f b	ur				vd	p	none	none	none	none	
2270	iɔ	v	c om	f b	ur				vd	p	none	none	none	none	
545	ie	v	c cm	f f	none				vd	p	none	none	none	none	
552	iẽ	v	c cm	f f	un				vd	p	none	none	none	none	
1276	ie̞	v	c cm	f f	none				vd	p	lwd	none	none	none	
1717	ɪe̞	v	nc cm	f f	none				vd	p	lwd	none	none	none	
1085	iɛ	v	c om	f f	none				vd	p	none	none	none	none	
2373	ɪɛ	v	c om	f f	none				vd	p	none	none	none	none	
1509	iə	v	c m	f c	none				vd	p	none	none	none	none	
1692	ĩẽ̞	v	c cm	f f	n				vd	p	lwd	none	none	none	
2256	ĩə	v	c m 	f c	nu				vd	p	none	none	none	none	
1728	ɨə	v	c m	f c	none				vd	p	none	none	none	none	
2269	ieː	v	c cm	f f	none				vd	p	none	none	long	none	
2271	iɛː	v	c om	f f	none				vd	p	none	none	long	none	
1783	iˠ	v	c	f	none				vd	p	none	v	none	none	
1851	ɪˠ	v	nc	nf	none				vd	p	none	v	none	none	
1782	ĩˠ	v	c	f	n				vd	p	none	v	none	none	
2338	ɪ̙ˠ	v	nc	nf	none				vd	p	ret	v	none	none	
2884	iʰ	v	c	f	none			poa	vd	p	none	none	none	none	
422	ɪi	v	nc c	nf f	none				vd	p	none	none	none	none	
2261	iɨ	v	c c	f c	none				vd	p	none	none	none	none	
1577	ɨi	v	c c	c f	none				vd	p	none	none	none	none	
1576	ɨ̃ĩ	v	c c	c f	n				vd	p	none	none	none	none	
2217	io	v	c cm	f b	ur				vd	p	none	none	none	none	
1240	io̞	v	c cm	f b	ur				vd	p	lwd	none	none	none	
1369	ioː	v	c cm	f b	ur				vd	p	none	none	long	none	
2160	iou	v	c cm c	f b b	ur				vd	p	none	none	none	none	
1609	iu	v	c c	f b	ur				vd	p	none	none	none	none	
2402	iʊ	v	c nc	f nb	ur				vd	p	none	none	none	none	
1799	iʌ	v	c om	f b	none				vd	p	none	none	none	none	
2079	ɪʌ	v	nc om	f b	none				vd	p	none	none	none	none	
2009	ja	v	c o	f b	none				vd	p	none	none	none	none	
2805	jãː	v	c o	f f	none				vd	p	none	none	long	none	
2192	jai̯	v	c o c	f b f	none				vd	p	none	none	brev	none	
2190	jau̯	v	c o c	f b b	ur				vd	p	none	none	brev	none	
2006	jɔ	v	c om	f b	ur				vd	p	none	none	none	none	
2203	je	v	c cm	f f	none				vd	p	none	none	none	none	
2321	jɛ	v	c om	f f	none				vd	p	none	none	none	none	
2197	jeu̯	v	c cm c	f f	ur				vd	p	none	none	brev	none	
2201	jo	v	c cm	f b	ur				vd	p	none	none	none	none	
2008	ju	v	c c	f b	ur				vd	p	none	none	none	none	
56	ɯ	v	c	b	none				vd	p	none	none	none	none	
199	ɯ̆	v	c	b	none				vd	p	none	none	brev	none	
528	ɯ̃	v	c	b	n				vd	p	none	none	none	none	
403	ɯ̞	v	c	b	none				vd	p	lwd	none	none	none	
1475	ɯ͓	v	c	b	none				vd	p	mc	none	none	none	
1723	ɯ̞̆	v	c	b	none				vd	p	lwd	none	brev	none	
1162	ɯ̞̯	v	c	b	none				vd	p	lwd	none	none	none	
17	ɯː	v	c	b	none				vd	p	none	none	long	none	
760	ɯ̃ː	v	c	b	n				vd	p	none	none	long	none	
1729	ɯa	v	c o	b b	none				vd	p	none	none	none	none	
1511	ɯə	v	c m	b c	none				vd	p	none	none	none	none	
2258	ɯ̃ə	v	c m	b c	n				vd	p	none	none	none	none	
1616	ɯi	v	c c	b f	none				vd	p	none	none	none	none	
1797	ɯʌ	v	c om	b b	none				vd	p	none	none	none	none	
5	o	v	cm	b	r				vd	p	none	none	none	none	
1892	ö	v	cm	b	r				vd	p	none	none	none	none	
1223	ŏ	v	cm	b	r				vd	p	none	none	brev	none	
337	õ	v	cm	b	nr				vd	p	none	none	none	none	
725	ɵ	v	cm	c	r				vd	p	none	none	none	none	
59	ø	v	cm	f	r				vd	p	none	none	none	none	
553	ŏ̃	v	cm	b	nr				vd	p	none	none	brev	none	
1796	ɵ̃	v	cm	c	nr				vd	p	none	none	none	none	
2223	oˀ	v	cm	b	r			pog	vd	p	none	glt	none	none	
2434	o̘	v	cm	b	r				vd	p	adv	none	none	none	
2432	o̙	v	cm	b	r				vd	p	ret	none	none	none	
2071	o̝	v	cm	b	r				vd	p	rzd	none	none	none	
207	o̞	v	cm	b	r				vd	p	lwd	none	none	none	
261	o̯	v	cm	b	r				vd	p	none	none	none	none	
273	õ̞	v	cm	b	r				vd	p	lwd	none	none	none	
62	ɵ̞	v	cm	c	r				vd	p	lwd	none	none	none	
588	ø̞	v	cm	f	r				vd	p	lwd	none	none	none	
1699	ø̠	v	cm	f	r				vd	p	ret	none	none	none	
2044	oˑ	v	cm	b	r				vd	p	none	none	hl	none	
1354	ɵ̞̆	v	cm	c	r				vd	p	lwd	none	brev	none	
2066	o˞	v	cm	b	r				vd	p	none	r	none	none	
2649	oˤ	v	cm	b	r				vd	p	none	ph	none	none	
2661	õˤ	v	cm	b	nr				vd	p	none	ph	none	none	
1143	o̞̟	v	cm	b	r				vd	p	adv	none	none	none	
667	ɶ̝	v	o	f	r				vd	p	rzd	none	none	none	
1456	o̞ˤ	v	cm	b	r				vd	p	lwd	ph	none	none	
1647	õ̞ˤ	v	cm	b	nr				vd	p	lwd	ph	none	none	
98	ø̞ˤ	v	cm	f	r				vd	p	lwd	ph	none	none	
1130	ˀo̯	v	cm	b	r			prg	vd	p	none	glt	none	none	
10	oː	v	cm	b	r				vd	p	none	none	long	none	
714	õː	v	cm	b	nr				vd	p	none	none	long	none	
2396	ɵː	v	cm	c	r				vd	p	none	none	long	none	
899	øː	v	cm	f	r				vd	p	none	none	long	none	
387	o̘ː	v	cm	b	r				vd	p	none	none	long	none	
154	o̞ː	v	cm	b	r				vd	p	lwd	none	long	none	
263	õ̞ː	v	cm	b	nr				vd	p	lwd	none	long	none	
65	ɵ̞ː	v	cm	c	r				vd	p	lwd	none	long	none	
1203	ø̞ː	v	cm	f	r				vd	p	lwd	none	long	none	
1639	o̞ˤː	v	cm	b	r				vd	p	lwd	ph	long	none	
731	oːu	v	cm c	b b	r				vd	p	none	none	long	none	
1948	oa	v	cm o	b f	ru				vd	p	none	none	none	none	
1652	o̞a	v	cm o	b f	ru				vd	p	lwd	none	none	none	
1688	o̞aˤ	v	cm o	b f	ru				vd	p	lwd	ph	none	none	
1646	õ̞ã	v	cm o	b f	nru				vd	p	lwd	none	none	none	
1654	õ̞ãˤ	v	cm o	b f	nru				vd	p	lwd	ph	none	none	
611	œ	v	om	f	r				vd	p	none	none	none	none	
2058	oe	v	cm cm	b f	ru				vd	p	none	none	none	none	
1226	œ̃	v	om	f	nr				vd	p	none	none	none	none	
2010	oe̞	v	cm cm	b f	ru				vd	p	lwd	none	none	none	
2403	oɛ	v	cm om	b f	ru				vd	p	none	none	none	none	
2694	oɘ	v	cm m	b c	ru				vd	p	none	none	none	none	
2690	øɘ	v	cm m	f c	ru				vd	p	none	none	none	none	
1662	o̞e̞	v	cm cm	b f	ru				vd	p	lwd	none	none	none	
1092	œː	v	om	f	r				vd	p	none	none	long	none	
2693	œi	v	om c	f f	ru				vd	p	none	none	none	none	
2692	œu	v	om c	f b	r				vd	p	none	none	none	none	
2167	œy	v	om c	f f	r				vd	p	none	none	none	none	
1964	oi	v	cm c	b f	ru				vd	p	none	none	none	none	
2404	oɪ	v	cm nc	b nf	ru				vd	p	none	none	none	none	
2185	oi̯	v	cm c	b f	ru				vd	p	none	none	breve	none	
1243	o̞i	v	cm c	b f	ru				vd	p	lwd	none	none	none	
1644	o̞iˤ	v	cm c	b f	ru				vd	p	lwd	ph	none	none	
